idproduto,referencia,curva_abc,ano,mes,qtd
18096,103602,B,2026,11,37
18097,103602,B,2026,7,18
18097,103602,B,2026,8,44
18097,103602,B,2026,9,43
18097,103602,B,2026,10,62
18097,103602,B,2026,11,44
18098,103602,B,2026,7,58
18098,103602,B,2026,8,68
18098,103602,B,2026,9,82
18098,103602,B,2026,10,132
18098,103602,B,2026,11,79
18099,103602,B,2026,7,66
18099,103602,B,2026,8,59
18099,103602,B,2026,9,70
18099,103602,B,2026,10,161
18099,103602,B,2026,11,70
18100,103602,B,2026,7,53
18100,103602,B,2026,8,50
18100,103602,B,2026,9,63
18100,103602,B,2026,10,189
18100,103602,B,2026,11,53
18170,103009,A,2026,7,47
18170,103009,A,2026,8,63
18170,103009,A,2026,9,88
18170,103009,A,2026,10,85
18170,103009,A,2026,11,66
18171,103009,A,2026,7,87
18171,103009,A,2026,8,152
18171,103009,A,2026,9,180
18171,103009,A,2026,10,184
18171,103009,A,2026,11,147
18172,103009,A,2026,7,109
18172,103009,A,2026,8,165
18172,103009,A,2026,9,239
18172,103009,A,2026,10,234
18172,103009,A,2026,11,153
18173,103009,A,2026,7,79
18173,103009,A,2026,8,120
18173,103009,A,2026,9,172
18173,103009,A,2026,10,203
18173,103009,A,2026,11,135
18277,201702,A,2026,7,53
18277,201702,A,2026,8,69
18277,201702,A,2026,9,111
18277,201702,A,2026,10,136
18277,201702,A,2026,11,64
18278,201702,A,2026,7,155
18278,201702,A,2026,8,209
18278,201702,A,2026,9,261
18278,201702,A,2026,10,280
18278,201702,A,2026,11,164
18279,201702,A,2026,7,92
18279,201702,A,2026,8,122
18279,201702,A,2026,9,179
18279,201702,A,2026,10,170
18279,201702,A,2026,11,129
18280,201702,A,2026,7,214
18280,201702,A,2026,8,224
18280,201702,A,2026,9,343
18280,201702,A,2026,10,335
18280,201702,A,2026,11,163
18281,303600,B,2026,7,13
18281,303600,B,2026,8,8
18281,303600,B,2026,9,28
18281,303600,B,2026,10,17
18281,303600,B,2026,11,14
18282,303600,B,2026,7,17
18282,303600,B,2026,8,11
18282,303600,B,2026,9,28
18282,303600,B,2026,10,24
18282,303600,B,2026,11,17
18283,303600,B,2026,7,21
18283,303600,B,2026,8,11
18283,303600,B,2026,9,23
18283,303600,B,2026,10,26
18283,303600,B,2026,11,12
18284,303600,B,2026,7,12
18284,303600,B,2026,8,4
18284,303600,B,2026,9,28
18284,303600,B,2026,10,27
18284,303600,B,2026,11,13
18640,103400,C,2026,7,23
18640,103400,C,2026,8,26
18640,103400,C,2026,9,36
18640,103400,C,2026,10,36
18640,103400,C,2026,11,23
18641,103400,C,2026,7,51
18641,103400,C,2026,8,58
18641,103400,C,2026,9,82
18641,103400,C,2026,10,80
18641,103400,C,2026,11,52
18642,103400,C,2026,7,60
18642,103400,C,2026,8,69
18642,103400,C,2026,9,97
18642,103400,C,2026,10,96
18642,103400,C,2026,11,62
18643,103400,C,2026,7,47
18643,103400,C,2026,8,54
18643,103400,C,2026,9,76
18643,103400,C,2026,10,75
18643,103400,C,2026,11,48
18973,136200,D,2026,7,22
18973,136200,D,2026,8,22
18973,136200,D,2026,9,24
18973,136200,D,2026,10,17
18973,136200,D,2026,11,14
18974,136200,D,2026,7,37
18974,136200,D,2026,8,37
18974,136200,D,2026,9,41
18974,136200,D,2026,10,29
18974,136200,D,2026,11,23
18975,136200,D,2026,7,30
18975,136200,D,2026,8,30
18975,136200,D,2026,9,34
18975,136200,D,2026,10,24
18975,136200,D,2026,11,19
18977,136200,D,2026,7,23
18977,136200,D,2026,8,23
18977,136200,D,2026,9,26
18977,136200,D,2026,10,18
18977,136200,D,2026,11,15
18978,136200,D,2026,7,39
18978,136200,D,2026,8,39
18978,136200,D,2026,9,44
18978,136200,D,2026,10,31
18978,136200,D,2026,11,25
18979,136200,D,2026,7,28
18979,136200,D,2026,8,28
18979,136200,D,2026,9,32
18979,136200,D,2026,10,22
18979,136200,D,2026,11,18
18985,136200,D,2026,7,19
18985,136200,D,2026,8,19
18985,136200,D,2026,9,22
18985,136200,D,2026,10,15
18985,136200,D,2026,11,12
18986,136200,D,2026,7,33
18986,136200,D,2026,8,33
18986,136200,D,2026,9,37
18986,136200,D,2026,10,26
18986,136200,D,2026,11,21
18987,136200,D,2026,7,28
18987,136200,D,2026,8,28
18987,136200,D,2026,9,31
18987,136200,D,2026,10,22
18987,136200,D,2026,11,18
19278,123007,B,2026,7,13
19278,123007,B,2026,8,23
19278,123007,B,2026,9,28
19278,123007,B,2026,10,24
19278,123007,B,2026,11,10
19279,123007,B,2026,7,21
19279,123007,B,2026,8,30
19279,123007,B,2026,9,39
19279,123007,B,2026,10,38
19279,123007,B,2026,11,12
19280,123007,B,2026,7,24
19280,123007,B,2026,8,32
19280,123007,B,2026,9,42
19280,123007,B,2026,10,46
19280,123007,B,2026,11,23
19281,123007,B,2026,7,13
19281,123007,B,2026,8,28
19281,123007,B,2026,9,33
19281,123007,B,2026,10,26
19281,123007,B,2026,11,10
19282,123007,B,2026,7,25
19282,123007,B,2026,8,37
19282,123007,B,2026,9,38
19282,123007,B,2026,10,37
19282,123007,B,2026,11,22
19283,123007,B,2026,7,39
19283,123007,B,2026,8,58
19283,123007,B,2026,9,68
19283,123007,B,2026,10,62
19283,123007,B,2026,11,34
19284,123007,B,2026,7,39
19284,123007,B,2026,8,54
19284,123007,B,2026,9,61
19284,123007,B,2026,10,64
19284,123007,B,2026,11,33
19285,123007,B,2026,7,22
19285,123007,B,2026,8,35
19285,123007,B,2026,9,34
19285,123007,B,2026,10,46
19285,123007,B,2026,11,12
19298,121000,B,2026,7,51
19298,121000,B,2026,8,51
19298,121000,B,2026,9,53
19298,121000,B,2026,10,25
19298,121000,B,2026,11,28
19299,121000,B,2026,7,71
19299,121000,B,2026,8,87
19299,121000,B,2026,9,105
19299,121000,B,2026,10,85
19299,121000,B,2026,11,30
19300,121000,B,2026,7,45
19300,121000,B,2026,8,69
19300,121000,B,2026,9,93
19300,121000,B,2026,10,84
19300,121000,B,2026,11,29
19307,121000,B,2026,7,47
19307,121000,B,2026,8,58
19307,121000,B,2026,9,52
19307,121000,B,2026,10,25
19307,121000,B,2026,11,26
19308,121000,B,2026,7,64
19308,121000,B,2026,8,86
19308,121000,B,2026,9,101
19308,121000,B,2026,10,72
19308,121000,B,2026,11,33
19309,121000,B,2026,7,49
19309,121000,B,2026,8,65
19309,121000,B,2026,9,82
19309,121000,B,2026,10,73
19309,121000,B,2026,11,30
19310,121704,C,2026,7,25
19310,121704,C,2026,8,38
19310,121704,C,2026,9,50
19310,121704,C,2026,10,42
19310,121704,C,2026,11,29
19311,121704,C,2026,7,48
19311,121704,C,2026,8,73
19311,121704,C,2026,9,97
19311,121704,C,2026,10,82
19311,121704,C,2026,11,57
19312,121704,C,2026,7,35
19312,121704,C,2026,8,53
19312,121704,C,2026,9,71
19312,121704,C,2026,10,60
19312,121704,C,2026,11,41
19319,121704,C,2026,7,22
19319,121704,C,2026,8,32
19319,121704,C,2026,9,43
19319,121704,C,2026,10,36
19319,121704,C,2026,11,25
19320,121704,C,2026,7,42
19320,121704,C,2026,8,63
19320,121704,C,2026,9,84
19320,121704,C,2026,10,70
19320,121704,C,2026,11,49
19321,121704,C,2026,7,30
19321,121704,C,2026,8,46
19321,121704,C,2026,9,61
19321,121704,C,2026,10,51
19321,121704,C,2026,11,35
19367,123603,A,2026,7,21
19367,123603,A,2026,8,21
19367,123603,A,2026,9,35
19367,123603,A,2026,10,28
19367,123603,A,2026,11,16
19368,123603,A,2026,7,28
19368,123603,A,2026,8,28
19368,123603,A,2026,9,31
19368,123603,A,2026,10,21
19368,123603,A,2026,11,20
19369,123603,A,2026,7,5
19369,123603,A,2026,8,24
19369,123603,A,2026,9,20
19369,123603,A,2026,10,27
19369,123603,A,2026,11,30
19370,123603,A,2026,7,21
19370,123603,A,2026,8,24
19370,123603,A,2026,9,14
19370,123603,A,2026,10,23
19370,123603,A,2026,11,4
19372,123603,A,2026,7,44
19372,123603,A,2026,8,32
19372,123603,A,2026,9,24
19372,123603,A,2026,10,32
19372,123603,A,2026,11,24
19373,123603,A,2026,7,40
19373,123603,A,2026,8,52
19373,123603,A,2026,9,49
19373,123603,A,2026,10,48
19373,123603,A,2026,11,55
19374,123603,A,2026,7,20
19374,123603,A,2026,8,29
19374,123603,A,2026,9,11
19374,123603,A,2026,10,27
19374,123603,A,2026,11,30
19375,123603,A,2026,7,44
19375,123603,A,2026,8,33
19375,123603,A,2026,9,39
19375,123603,A,2026,10,54
19375,123603,A,2026,11,29
19376,123603,A,2026,7,35
19376,123603,A,2026,8,48
19376,123603,A,2026,9,54
19376,123603,A,2026,10,47
19376,123603,A,2026,11,52
19377,123603,A,2026,7,36
19377,123603,A,2026,8,36
19377,123603,A,2026,9,52
19377,123603,A,2026,10,57
19377,123603,A,2026,11,45
19378,123603,A,2026,7,30
19378,123603,A,2026,8,40
19378,123603,A,2026,9,30
19378,123603,A,2026,10,34
19378,123603,A,2026,11,69
19379,123603,A,2026,7,18
19379,123603,A,2026,8,26
19379,123603,A,2026,9,26
19379,123603,A,2026,10,30
19379,123603,A,2026,11,32
19381,123603,A,2026,7,34
19381,123603,A,2026,8,31
19381,123603,A,2026,9,24
19381,123603,A,2026,10,17
19381,123603,A,2026,11,26
19382,123603,A,2026,7,96
19382,123603,A,2026,8,121
19382,123603,A,2026,9,170
19382,123603,A,2026,10,130
19382,123603,A,2026,11,117
19383,123603,A,2026,7,76
19383,123603,A,2026,8,92
19383,123603,A,2026,9,108
19383,123603,A,2026,10,67
19383,123603,A,2026,11,113
19384,123603,A,2026,7,38
19384,123603,A,2026,8,43
19384,123603,A,2026,9,51
19384,123603,A,2026,10,58
19384,123603,A,2026,11,47
19385,123603,A,2026,7,36
19385,123603,A,2026,8,32
19385,123603,A,2026,9,30
19385,123603,A,2026,10,58
19385,123603,A,2026,11,27
19386,123603,A,2026,7,31
19386,123603,A,2026,8,25
19386,123603,A,2026,9,31
19386,123603,A,2026,10,40
19386,123603,A,2026,11,31
19387,123603,A,2026,7,118
19387,123603,A,2026,8,129
19387,123603,A,2026,9,180
19387,123603,A,2026,10,169
19387,123603,A,2026,11,115
19388,123603,A,2026,7,107
19388,123603,A,2026,8,129
19388,123603,A,2026,9,188
19388,123603,A,2026,10,156
19388,123603,A,2026,11,189
19389,123603,A,2026,7,52
19389,123603,A,2026,8,50
19389,123603,A,2026,9,79
19389,123603,A,2026,10,81
19389,123603,A,2026,11,44
19390,123603,A,2026,7,98
19390,123603,A,2026,8,127
19390,123603,A,2026,9,176
19390,123603,A,2026,10,166
19390,123603,A,2026,11,109
19391,123603,A,2026,7,94
19391,123603,A,2026,8,116
19391,123603,A,2026,9,146
19391,123603,A,2026,10,142
19391,123603,A,2026,11,190
19394,123009,B,2026,7,26
19394,123009,B,2026,8,13
19394,123009,B,2026,9,22
19394,123009,B,2026,10,16
19394,123009,B,2026,11,10
19395,123009,B,2026,7,11
19395,123009,B,2026,8,42
19395,123009,B,2026,9,37
19395,123009,B,2026,10,16
19395,123009,B,2026,11,18
19398,123009,B,2026,7,21
19398,123009,B,2026,8,19
19398,123009,B,2026,9,33
19398,123009,B,2026,10,27
19398,123009,B,2026,11,18
19399,123009,B,2026,7,27
19399,123009,B,2026,8,74
19399,123009,B,2026,9,63
19399,123009,B,2026,10,30
19399,123009,B,2026,11,27
19400,123009,B,2026,7,24
19400,123009,B,2026,8,35
19400,123009,B,2026,9,36
19400,123009,B,2026,10,24
19400,123009,B,2026,11,12
19401,123009,B,2026,7,3
19401,123009,B,2026,8,31
19401,123009,B,2026,9,29
19401,123009,B,2026,10,13
19401,123009,B,2026,11,2
19402,123009,B,2026,7,22
19402,123009,B,2026,8,20
19402,123009,B,2026,9,27
19402,123009,B,2026,10,30
19402,123009,B,2026,11,20
19403,123009,B,2026,7,26
19403,123009,B,2026,8,69
19403,123009,B,2026,9,68
19403,123009,B,2026,10,37
19403,123009,B,2026,11,25
19405,123009,B,2026,7,11
19405,123009,B,2026,8,45
19405,123009,B,2026,9,44
19405,123009,B,2026,10,22
19405,123009,B,2026,11,21
19406,123009,B,2026,7,19
19406,123009,B,2026,8,26
19406,123009,B,2026,9,36
19406,123009,B,2026,10,13
19406,123009,B,2026,11,9
19408,123009,B,2026,7,23
19408,123009,B,2026,8,19
19408,123009,B,2026,9,38
19408,123009,B,2026,10,31
19408,123009,B,2026,11,10
19409,123009,B,2026,7,35
19409,123009,B,2026,8,69
19409,123009,B,2026,9,58
19409,123009,B,2026,10,41
19409,123009,B,2026,11,29
19410,123009,B,2026,7,29
19410,123009,B,2026,8,37
19410,123009,B,2026,9,38
19410,123009,B,2026,10,37
19410,123009,B,2026,11,13
19411,123009,B,2026,7,19
19411,123009,B,2026,8,25
19411,123009,B,2026,9,36
19411,123009,B,2026,10,22
19411,123009,B,2026,11,6
19412,123009,B,2026,7,62
19412,123009,B,2026,8,44
19412,123009,B,2026,9,87
19412,123009,B,2026,10,60
19412,123009,B,2026,11,33
19413,123009,B,2026,7,58
19413,123009,B,2026,8,107
19413,123009,B,2026,9,83
19413,123009,B,2026,10,63
19413,123009,B,2026,11,43
19414,123009,B,2026,7,36
19414,123009,B,2026,8,40
19414,123009,B,2026,9,42
19414,123009,B,2026,10,46
19414,123009,B,2026,11,23
19415,123009,B,2026,7,4
19415,123009,B,2026,8,20
19415,123009,B,2026,9,24
19415,123009,B,2026,10,22
19415,123009,B,2026,11,8
19416,123009,B,2026,7,65
19416,123009,B,2026,8,40
19416,123009,B,2026,9,70
19416,123009,B,2026,10,63
19416,123009,B,2026,11,33
19417,123009,B,2026,7,36
19417,123009,B,2026,8,84
19417,123009,B,2026,9,85
19417,123009,B,2026,10,67
19417,123009,B,2026,11,39
19418,123009,B,2026,7,13
19418,123009,B,2026,8,29
19418,123009,B,2026,9,34
19418,123009,B,2026,10,44
19418,123009,B,2026,11,14
19419,123009,B,2026,7,22
19419,123009,B,2026,8,70
19419,123009,B,2026,9,63
19419,123009,B,2026,10,56
19419,123009,B,2026,11,30
19618,703602,B,2026,7,39
19618,703602,B,2026,8,51
19618,703602,B,2026,9,46
19618,703602,B,2026,10,91
19618,703602,B,2026,11,64
19620,703602,B,2026,7,12
19620,703602,B,2026,8,28
19620,703602,B,2026,9,17
19620,703602,B,2026,10,41
19620,703602,B,2026,11,22
19655,103102,A,2026,7,108
19655,103102,A,2026,8,136
19655,103102,A,2026,9,218
19655,103102,A,2026,10,154
19655,103102,A,2026,11,152
19657,103102,A,2026,7,74
19657,103102,A,2026,8,85
19657,103102,A,2026,9,121
19657,103102,A,2026,10,103
19657,103102,A,2026,11,91
19658,103102,A,2026,7,78
19658,103102,A,2026,8,112
19658,103102,A,2026,9,136
19658,103102,A,2026,10,106
19658,103102,A,2026,11,102
21365,123101,B,2026,7,56
21365,123101,B,2026,8,62
21365,123101,B,2026,9,76
21365,123101,B,2026,10,74
21365,123101,B,2026,11,47
21366,123101,B,2026,7,68
21366,123101,B,2026,8,66
21366,123101,B,2026,9,96
21366,123101,B,2026,10,153
21366,123101,B,2026,11,57
21367,123101,B,2026,7,74
21367,123101,B,2026,8,83
21367,123101,B,2026,9,113
21367,123101,B,2026,10,141
21367,123101,B,2026,11,48
21368,123101,B,2026,7,49
21368,123101,B,2026,8,60
21368,123101,B,2026,9,80
21368,123101,B,2026,10,83
21368,123101,B,2026,11,48
21369,123101,B,2026,7,90
21369,123101,B,2026,8,76
21369,123101,B,2026,9,125
21369,123101,B,2026,10,150
21369,123101,B,2026,11,72
21370,123101,B,2026,7,85
21370,123101,B,2026,8,75
21370,123101,B,2026,9,115
21370,123101,B,2026,10,128
21370,123101,B,2026,11,66
22358,302000,B,2026,7,42
22358,302000,B,2026,8,42
22358,302000,B,2026,9,60
22358,302000,B,2026,10,65
22358,302000,B,2026,11,32
22359,302000,B,2026,7,75
22359,302000,B,2026,8,76
22359,302000,B,2026,9,109
22359,302000,B,2026,10,107
22359,302000,B,2026,11,71
22360,302000,B,2026,7,73
22360,302000,B,2026,8,70
22360,302000,B,2026,9,116
22360,302000,B,2026,10,138
22360,302000,B,2026,11,60
22361,302000,B,2026,7,52
22361,302000,B,2026,8,60
22361,302000,B,2026,9,98
22361,302000,B,2026,10,117
22361,302000,B,2026,11,51
22362,302000,B,2026,7,30
22362,302000,B,2026,8,33
22362,302000,B,2026,9,84
22362,302000,B,2026,10,79
22362,302000,B,2026,11,29
22779,123013,C,2026,7,4
22779,123013,C,2026,8,7
22779,123013,C,2026,9,9
22779,123013,C,2026,10,7
22779,123013,C,2026,11,5
22781,123013,C,2026,7,11
22781,123013,C,2026,8,16
22781,123013,C,2026,9,22
22781,123013,C,2026,10,18
22781,123013,C,2026,11,13
22782,123013,C,2026,7,14
22782,123013,C,2026,8,21
22782,123013,C,2026,9,28
22782,123013,C,2026,10,24
22782,123013,C,2026,11,16
22783,123013,C,2026,7,6
22783,123013,C,2026,8,9
22783,123013,C,2026,9,12
22783,123013,C,2026,10,10
22783,123013,C,2026,11,7
22785,123013,C,2026,7,15
22785,123013,C,2026,8,23
22785,123013,C,2026,9,31
22785,123013,C,2026,10,26
22785,123013,C,2026,11,18
22786,123013,C,2026,7,17
22786,123013,C,2026,8,25
22786,123013,C,2026,9,34
22786,123013,C,2026,10,28
22786,123013,C,2026,11,20
22788,123013,C,2026,7,8
22788,123013,C,2026,8,12
22788,123013,C,2026,9,16
22788,123013,C,2026,10,14
22788,123013,C,2026,11,10
22789,123013,C,2026,7,12
22789,123013,C,2026,8,19
22789,123013,C,2026,9,25
22789,123013,C,2026,10,21
22789,123013,C,2026,11,15
22790,123013,C,2026,7,12
22790,123013,C,2026,8,18
22790,123013,C,2026,9,24
22790,123013,C,2026,10,20
22790,123013,C,2026,11,14
22793,123013,C,2026,7,9
22793,123013,C,2026,8,13
22793,123013,C,2026,9,17
22793,123013,C,2026,10,15
22793,123013,C,2026,11,10
22794,123013,C,2026,7,3
22794,123013,C,2026,8,4
22794,123013,C,2026,9,6
22794,123013,C,2026,10,5
22794,123013,C,2026,11,3
23092,501701,A,2026,7,141
23092,501701,A,2026,8,175
23092,501701,A,2026,9,244
23092,501701,A,2026,10,169
23092,501701,A,2026,11,82
23388,301307,D,2026,7,88
23388,301307,D,2026,8,82
23388,301307,D,2026,9,202
23388,301307,D,2026,10,195
23388,301307,D,2026,11,147
23389,301307,D,2026,7,87
23389,301307,D,2026,8,82
23389,301307,D,2026,9,201
23389,301307,D,2026,10,194
23389,301307,D,2026,11,147
23390,301307,D,2026,7,60
23390,301307,D,2026,8,56
23390,301307,D,2026,9,138
23390,301307,D,2026,10,133
23390,301307,D,2026,11,100
24094,123301,D,2026,7,7
24094,123301,D,2026,8,10
24094,123301,D,2026,9,13
24094,123301,D,2026,10,11
24094,123301,D,2026,11,8
24095,123301,D,2026,7,6
24095,123301,D,2026,8,9
24095,123301,D,2026,9,12
24095,123301,D,2026,10,10
24095,123301,D,2026,11,7
24096,123301,D,2026,7,2
24096,123301,D,2026,8,4
24096,123301,D,2026,9,5
24096,123301,D,2026,10,4
24096,123301,D,2026,11,3
24097,123301,D,2026,7,12
24097,123301,D,2026,8,18
24097,123301,D,2026,9,24
24097,123301,D,2026,10,20
24097,123301,D,2026,11,14
24098,123301,D,2026,7,10
24098,123301,D,2026,8,15
24098,123301,D,2026,9,21
24098,123301,D,2026,10,17
24098,123301,D,2026,11,12
24099,123301,D,2026,7,4
24099,123301,D,2026,8,6
24099,123301,D,2026,9,7
24099,123301,D,2026,10,6
24099,123301,D,2026,11,4
24101,123301,D,2026,7,15
24101,123301,D,2026,8,23
24101,123301,D,2026,9,30
24101,123301,D,2026,10,25
24101,123301,D,2026,11,18
24102,123301,D,2026,7,11
24102,123301,D,2026,8,17
24102,123301,D,2026,9,23
24102,123301,D,2026,10,19
24102,123301,D,2026,11,13
24103,123301,D,2026,7,3
24103,123301,D,2026,8,5
24103,123301,D,2026,9,7
24103,123301,D,2026,10,6
24103,123301,D,2026,11,4
24105,123301,D,2026,7,11
24105,123301,D,2026,8,17
24105,123301,D,2026,9,22
24105,123301,D,2026,10,19
24105,123301,D,2026,11,13
24106,123301,D,2026,7,8
24106,123301,D,2026,8,12
24106,123301,D,2026,9,16
24106,123301,D,2026,10,13
24106,123301,D,2026,11,9
24107,123301,D,2026,7,8
24107,123301,D,2026,8,12
24107,123301,D,2026,9,16
24107,123301,D,2026,10,13
24107,123301,D,2026,11,9
24108,123301,D,2026,7,7
24108,123301,D,2026,8,10
24108,123301,D,2026,9,13
24108,123301,D,2026,10,11
24108,123301,D,2026,11,8
24234,406604,C,2026,7,49
24234,406604,C,2026,8,45
24234,406604,C,2026,9,66
24234,406604,C,2026,10,65
24234,406604,C,2026,11,44
24235,406604,C,2026,7,55
24235,406604,C,2026,8,51
24235,406604,C,2026,9,75
24235,406604,C,2026,10,73
24235,406604,C,2026,11,49
24236,406604,C,2026,7,47
24236,406604,C,2026,8,43
24236,406604,C,2026,9,64
24236,406604,C,2026,10,62
24236,406604,C,2026,11,42
24237,406604,C,2026,7,31
24237,406604,C,2026,8,28
24237,406604,C,2026,9,42
24237,406604,C,2026,10,41
24237,406604,C,2026,11,27
25620,101000,A,2026,7,102
25620,101000,A,2026,8,106
25620,101000,A,2026,9,142
25620,101000,A,2026,10,121
25620,101000,A,2026,11,71
25621,101000,A,2026,7,212
25621,101000,A,2026,8,241
25621,101000,A,2026,9,335
25621,101000,A,2026,10,242
25621,101000,A,2026,11,177
25622,101000,A,2026,7,149
25622,101000,A,2026,8,177
25622,101000,A,2026,9,225
25622,101000,A,2026,10,175
25622,101000,A,2026,11,105
25624,101000,A,2026,7,79
25624,101000,A,2026,8,101
25624,101000,A,2026,9,119
25624,101000,A,2026,10,109
25624,101000,A,2026,11,86
25625,101000,A,2026,7,230
25625,101000,A,2026,8,244
25625,101000,A,2026,9,297
25625,101000,A,2026,10,278
25625,101000,A,2026,11,176
25626,101000,A,2026,7,157
25626,101000,A,2026,8,158
25626,101000,A,2026,9,199
25626,101000,A,2026,10,204
25626,101000,A,2026,11,101
25628,101000,A,2026,7,57
25628,101000,A,2026,8,69
25628,101000,A,2026,9,102
25628,101000,A,2026,10,102
25628,101000,A,2026,11,61
25629,101000,A,2026,7,139
25629,101000,A,2026,8,145
25629,101000,A,2026,9,186
25629,101000,A,2026,10,189
25629,101000,A,2026,11,130
25630,101000,A,2026,7,89
25630,101000,A,2026,8,95
25630,101000,A,2026,9,113
25630,101000,A,2026,10,151
25630,101000,A,2026,11,74
25640,101500,A,2026,7,99
25640,101500,A,2026,8,94
25640,101500,A,2026,9,116
25640,101500,A,2026,10,80
25640,101500,A,2026,11,68
25641,101500,A,2026,7,265
25641,101500,A,2026,8,226
25641,101500,A,2026,9,316
25641,101500,A,2026,10,273
25641,101500,A,2026,11,153
25642,101500,A,2026,7,222
25642,101500,A,2026,8,191
25642,101500,A,2026,9,298
25642,101500,A,2026,10,211
25642,101500,A,2026,11,129
25643,101500,A,2026,7,106
25643,101500,A,2026,8,83
25643,101500,A,2026,9,153
25643,101500,A,2026,10,118
25643,101500,A,2026,11,64
25644,101500,A,2026,7,88
25644,101500,A,2026,8,94
25644,101500,A,2026,9,120
25644,101500,A,2026,10,83
25644,101500,A,2026,11,75
25645,101500,A,2026,7,260
25645,101500,A,2026,8,229
25645,101500,A,2026,9,344
25645,101500,A,2026,10,308
25645,101500,A,2026,11,184
25646,101500,A,2026,7,260
25646,101500,A,2026,8,208
25646,101500,A,2026,9,298
25646,101500,A,2026,10,268
25646,101500,A,2026,11,164
25647,101500,A,2026,7,91
25647,101500,A,2026,8,76
25647,101500,A,2026,9,151
25647,101500,A,2026,10,130
25647,101500,A,2026,11,68
25648,101500,A,2026,7,76
25648,101500,A,2026,8,87
25648,101500,A,2026,9,93
25648,101500,A,2026,10,58
25648,101500,A,2026,11,58
25649,101500,A,2026,7,174
25649,101500,A,2026,8,170
25649,101500,A,2026,9,205
25649,101500,A,2026,10,170
25649,101500,A,2026,11,101
25650,101500,A,2026,7,166
25650,101500,A,2026,8,149
25650,101500,A,2026,9,205
25650,101500,A,2026,10,151
25650,101500,A,2026,11,97
25651,101500,A,2026,7,64
25651,101500,A,2026,8,49
25651,101500,A,2026,9,87
25651,101500,A,2026,10,83
25651,101500,A,2026,11,42
25660,101700,A,2026,7,186
25660,101700,A,2026,8,164
25660,101700,A,2026,9,236
25660,101700,A,2026,10,212
25660,101700,A,2026,11,173
25661,101700,A,2026,7,348
25661,101700,A,2026,8,315
25661,101700,A,2026,9,488
25661,101700,A,2026,10,442
25661,101700,A,2026,11,255
25662,101700,A,2026,7,227
25662,101700,A,2026,8,238
25662,101700,A,2026,9,374
25662,101700,A,2026,10,297
25662,101700,A,2026,11,169
25663,101700,A,2026,7,81
25663,101700,A,2026,8,84
25663,101700,A,2026,9,130
25663,101700,A,2026,10,109
25663,101700,A,2026,11,61
25664,101700,A,2026,7,76
25664,101700,A,2026,8,77
25664,101700,A,2026,9,134
25664,101700,A,2026,10,108
25664,101700,A,2026,11,60
25665,101700,A,2026,7,137
25665,101700,A,2026,8,168
25665,101700,A,2026,9,264
25665,101700,A,2026,10,235
25665,101700,A,2026,11,122
25666,101700,A,2026,7,108
25666,101700,A,2026,8,120
25666,101700,A,2026,9,162
25666,101700,A,2026,10,165
25666,101700,A,2026,11,108
25668,101700,A,2026,7,150
25668,101700,A,2026,8,131
25668,101700,A,2026,9,205
25668,101700,A,2026,10,202
25668,101700,A,2026,11,94
25669,101700,A,2026,7,224
25669,101700,A,2026,8,273
25669,101700,A,2026,9,427
25669,101700,A,2026,10,339
25669,101700,A,2026,11,186
25670,101700,A,2026,7,214
25670,101700,A,2026,8,207
25670,101700,A,2026,9,269
25670,101700,A,2026,10,254
25670,101700,A,2026,11,130
25671,101700,A,2026,7,69
25671,101700,A,2026,8,79
25671,101700,A,2026,9,122
25671,101700,A,2026,10,101
25671,101700,A,2026,11,52
25721,136110,C,2026,7,15
25721,136110,C,2026,8,15
25721,136110,C,2026,9,16
25721,136110,C,2026,10,12
25721,136110,C,2026,11,9
25722,136110,C,2026,7,23
25722,136110,C,2026,8,23
25722,136110,C,2026,9,26
25722,136110,C,2026,10,18
25722,136110,C,2026,11,15
25723,136110,C,2026,7,21
25723,136110,C,2026,8,21
25723,136110,C,2026,9,24
25723,136110,C,2026,10,17
25723,136110,C,2026,11,14
25724,136110,C,2026,7,15
25724,136110,C,2026,8,15
25724,136110,C,2026,9,17
25724,136110,C,2026,10,12
25724,136110,C,2026,11,10
25725,136110,C,2026,7,20
25725,136110,C,2026,8,20
25725,136110,C,2026,9,23
25725,136110,C,2026,10,16
25725,136110,C,2026,11,13
25726,136110,C,2026,7,33
25726,136110,C,2026,8,33
25726,136110,C,2026,9,37
25726,136110,C,2026,10,26
25726,136110,C,2026,11,21
25727,136110,C,2026,7,33
25727,136110,C,2026,8,33
25727,136110,C,2026,9,37
25727,136110,C,2026,10,26
25727,136110,C,2026,11,21
25728,136110,C,2026,7,23
25728,136110,C,2026,8,23
25728,136110,C,2026,9,26
25728,136110,C,2026,10,18
25728,136110,C,2026,11,15
25729,136110,C,2026,7,17
25729,136110,C,2026,8,17
25729,136110,C,2026,9,19
25729,136110,C,2026,10,13
25729,136110,C,2026,11,11
25730,136110,C,2026,7,31
25730,136110,C,2026,8,31
25730,136110,C,2026,9,35
25730,136110,C,2026,10,25
25730,136110,C,2026,11,20
25731,136110,C,2026,7,31
25731,136110,C,2026,8,31
25731,136110,C,2026,9,35
25731,136110,C,2026,10,25
25731,136110,C,2026,11,20
25732,136110,C,2026,7,24
25732,136110,C,2026,8,24
25732,136110,C,2026,9,27
25732,136110,C,2026,10,19
25732,136110,C,2026,11,15
