idproduto,referencia,produto,curva_abc,continuidade,linha,familia,ano,mes,ml_qtd
34147,213001,BERMUDA  CORTE ELETRONICO EM MICROFIBRA,A,PERMANENTE,FREE,BASICOS,2026,2,15
34147,213001,BERMUDA  CORTE ELETRONICO EM MICROFIBRA,A,PERMANENTE,FREE,BASICOS,2026,3,0
34147,213001,BERMUDA  CORTE ELETRONICO EM MICROFIBRA,A,PERMANENTE,FREE,BASICOS,2026,4,0
34148,213001,BERMUDA  CORTE ELETRONICO EM MICROFIBRA,A,PERMANENTE,FREE,BASICOS,2026,1,0
34148,213001,BERMUDA  CORTE ELETRONICO EM MICROFIBRA,A,PERMANENTE,FREE,BASICOS,2026,2,21
34148,213001,BERMUDA  CORTE ELETRONICO EM MICROFIBRA,A,PERMANENTE,FREE,BASICOS,2026,3,0
34148,213001,BERMUDA  CORTE ELETRONICO EM MICROFIBRA,A,PERMANENTE,FREE,BASICOS,2026,4,0
34149,213001,BERMUDA  CORTE ELETRONICO EM MICROFIBRA,A,PERMANENTE,FREE,BASICOS,2026,1,17
34149,213001,BERMUDA  CORTE ELETRONICO EM MICROFIBRA,A,PERMANENTE,FREE,BASICOS,2026,2,2
34149,213001,BERMUDA  CORTE ELETRONICO EM MICROFIBRA,A,PERMANENTE,FREE,BASICOS,2026,3,0
34149,213001,BERMUDA  CORTE ELETRONICO EM MICROFIBRA,A,PERMANENTE,FREE,BASICOS,2026,4,4
34159,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,1,11
34159,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,2,2
34159,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,3,0
34159,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,4,0
34160,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,1,11
34160,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,2,2
34160,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,3,0
34160,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,4,0
34161,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,1,9
34161,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,2,0
34161,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,3,0
34161,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,4,0
34163,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,1,10
34163,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,2,0
34163,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,3,0
34163,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,4,0
34164,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,1,8
34164,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,2,0
34164,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,3,0
34164,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,4,0
34165,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,1,5
34165,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,2,0
34165,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,3,0
34165,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,4,0
34167,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,1,9
34167,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,2,0
34167,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,3,0
34167,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,4,0
34168,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,1,8
34168,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,2,0
34168,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,3,0
34168,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,4,0
34169,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,1,4
34169,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,2,0
34169,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,3,0
34169,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,4,0
34171,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,1,17
34171,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,2,5
34171,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,3,0
34171,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,4,0
34172,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,1,15
34172,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,2,6
34172,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,3,0
34172,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,4,0
34173,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,1,12
34173,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,2,7
34173,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,3,0
34173,703015,SUTIA 1/2 TACA C/ BOJO EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,4,0
34280,301103,CALCINHA BIQUINI CORTE ELETRONICO,A,PERMANENTE,FREE,BASICOS,2026,1,26
34280,301103,CALCINHA BIQUINI CORTE ELETRONICO,A,PERMANENTE,FREE,BASICOS,2026,2,2
34280,301103,CALCINHA BIQUINI CORTE ELETRONICO,A,PERMANENTE,FREE,BASICOS,2026,3,0
34280,301103,CALCINHA BIQUINI CORTE ELETRONICO,A,PERMANENTE,FREE,BASICOS,2026,4,20
34281,301103,CALCINHA BIQUINI CORTE ELETRONICO,A,PERMANENTE,FREE,BASICOS,2026,1,72
34281,301103,CALCINHA BIQUINI CORTE ELETRONICO,A,PERMANENTE,FREE,BASICOS,2026,2,27
34281,301103,CALCINHA BIQUINI CORTE ELETRONICO,A,PERMANENTE,FREE,BASICOS,2026,3,0
34281,301103,CALCINHA BIQUINI CORTE ELETRONICO,A,PERMANENTE,FREE,BASICOS,2026,4,21
34282,301103,CALCINHA BIQUINI CORTE ELETRONICO,A,PERMANENTE,FREE,BASICOS,2026,1,0
34282,301103,CALCINHA BIQUINI CORTE ELETRONICO,A,PERMANENTE,FREE,BASICOS,2026,2,12
34282,301103,CALCINHA BIQUINI CORTE ELETRONICO,A,PERMANENTE,FREE,BASICOS,2026,3,8
34282,301103,CALCINHA BIQUINI CORTE ELETRONICO,A,PERMANENTE,FREE,BASICOS,2026,4,3
34283,301103,CALCINHA BIQUINI CORTE ELETRONICO,A,PERMANENTE,FREE,BASICOS,2026,1,2
34283,301103,CALCINHA BIQUINI CORTE ELETRONICO,A,PERMANENTE,FREE,BASICOS,2026,2,3
34283,301103,CALCINHA BIQUINI CORTE ELETRONICO,A,PERMANENTE,FREE,BASICOS,2026,3,8
34283,301103,CALCINHA BIQUINI CORTE ELETRONICO,A,PERMANENTE,FREE,BASICOS,2026,4,9
34284,301701,CALCINHA FIO DENTAL CORTE ELETRONICO,A,PERMANENTE,FREE,BASICOS,2026,1,41
34284,301701,CALCINHA FIO DENTAL CORTE ELETRONICO,A,PERMANENTE,FREE,BASICOS,2026,2,12
34284,301701,CALCINHA FIO DENTAL CORTE ELETRONICO,A,PERMANENTE,FREE,BASICOS,2026,3,0
34284,301701,CALCINHA FIO DENTAL CORTE ELETRONICO,A,PERMANENTE,FREE,BASICOS,2026,4,26
34285,301701,CALCINHA FIO DENTAL CORTE ELETRONICO,A,PERMANENTE,FREE,BASICOS,2026,1,0
34285,301701,CALCINHA FIO DENTAL CORTE ELETRONICO,A,PERMANENTE,FREE,BASICOS,2026,2,0
34285,301701,CALCINHA FIO DENTAL CORTE ELETRONICO,A,PERMANENTE,FREE,BASICOS,2026,3,16
34285,301701,CALCINHA FIO DENTAL CORTE ELETRONICO,A,PERMANENTE,FREE,BASICOS,2026,4,16
34286,301701,CALCINHA FIO DENTAL CORTE ELETRONICO,A,PERMANENTE,FREE,BASICOS,2026,1,25
34286,301701,CALCINHA FIO DENTAL CORTE ELETRONICO,A,PERMANENTE,FREE,BASICOS,2026,2,0
34286,301701,CALCINHA FIO DENTAL CORTE ELETRONICO,A,PERMANENTE,FREE,BASICOS,2026,3,9
34286,301701,CALCINHA FIO DENTAL CORTE ELETRONICO,A,PERMANENTE,FREE,BASICOS,2026,4,9
34337,213001,BERMUDA  CORTE ELETRONICO EM MICROFIBRA,A,PERMANENTE,FREE,BASICOS,2026,1,4
34337,213001,BERMUDA  CORTE ELETRONICO EM MICROFIBRA,A,PERMANENTE,FREE,BASICOS,2026,2,0
34337,213001,BERMUDA  CORTE ELETRONICO EM MICROFIBRA,A,PERMANENTE,FREE,BASICOS,2026,3,0
34337,213001,BERMUDA  CORTE ELETRONICO EM MICROFIBRA,A,PERMANENTE,FREE,BASICOS,2026,4,0
34338,213001,BERMUDA  CORTE ELETRONICO EM MICROFIBRA,A,PERMANENTE,FREE,BASICOS,2026,1,16
34338,213001,BERMUDA  CORTE ELETRONICO EM MICROFIBRA,A,PERMANENTE,FREE,BASICOS,2026,2,4
34338,213001,BERMUDA  CORTE ELETRONICO EM MICROFIBRA,A,PERMANENTE,FREE,BASICOS,2026,3,14
34338,213001,BERMUDA  CORTE ELETRONICO EM MICROFIBRA,A,PERMANENTE,FREE,BASICOS,2026,4,5
34339,213001,BERMUDA  CORTE ELETRONICO EM MICROFIBRA,A,PERMANENTE,FREE,BASICOS,2026,1,17
34339,213001,BERMUDA  CORTE ELETRONICO EM MICROFIBRA,A,PERMANENTE,FREE,BASICOS,2026,2,8
34339,213001,BERMUDA  CORTE ELETRONICO EM MICROFIBRA,A,PERMANENTE,FREE,BASICOS,2026,3,0
34339,213001,BERMUDA  CORTE ELETRONICO EM MICROFIBRA,A,PERMANENTE,FREE,BASICOS,2026,4,8
34340,213001,BERMUDA  CORTE ELETRONICO EM MICROFIBRA,A,PERMANENTE,FREE,BASICOS,2026,1,80
34340,213001,BERMUDA  CORTE ELETRONICO EM MICROFIBRA,A,PERMANENTE,FREE,BASICOS,2026,2,19
34340,213001,BERMUDA  CORTE ELETRONICO EM MICROFIBRA,A,PERMANENTE,FREE,BASICOS,2026,3,2
34340,213001,BERMUDA  CORTE ELETRONICO EM MICROFIBRA,A,PERMANENTE,FREE,BASICOS,2026,4,15
34343,213001,BERMUDA  CORTE ELETRONICO EM MICROFIBRA,A,PERMANENTE,FREE,BASICOS,2026,1,35
34343,213001,BERMUDA  CORTE ELETRONICO EM MICROFIBRA,A,PERMANENTE,FREE,BASICOS,2026,2,5
34343,213001,BERMUDA  CORTE ELETRONICO EM MICROFIBRA,A,PERMANENTE,FREE,BASICOS,2026,3,0
34343,213001,BERMUDA  CORTE ELETRONICO EM MICROFIBRA,A,PERMANENTE,FREE,BASICOS,2026,4,11
34397,703314,SUTIA C/ BORDADO EM MICROFIBRACLASSIC,C,PERMANENTE,CLASSIC,BASICOS,2026,1,14
34397,703314,SUTIA C/ BORDADO EM MICROFIBRACLASSIC,C,PERMANENTE,CLASSIC,BASICOS,2026,2,20
34397,703314,SUTIA C/ BORDADO EM MICROFIBRACLASSIC,C,PERMANENTE,CLASSIC,BASICOS,2026,3,9
34397,703314,SUTIA C/ BORDADO EM MICROFIBRACLASSIC,C,PERMANENTE,CLASSIC,BASICOS,2026,4,11
34398,703314,SUTIA C/ BORDADO EM MICROFIBRACLASSIC,C,PERMANENTE,CLASSIC,BASICOS,2026,1,18
34398,703314,SUTIA C/ BORDADO EM MICROFIBRACLASSIC,C,PERMANENTE,CLASSIC,BASICOS,2026,2,27
34398,703314,SUTIA C/ BORDADO EM MICROFIBRACLASSIC,C,PERMANENTE,CLASSIC,BASICOS,2026,3,12
34398,703314,SUTIA C/ BORDADO EM MICROFIBRACLASSIC,C,PERMANENTE,CLASSIC,BASICOS,2026,4,14
34399,703314,SUTIA C/ BORDADO EM MICROFIBRACLASSIC,C,PERMANENTE,CLASSIC,BASICOS,2026,1,20
34399,703314,SUTIA C/ BORDADO EM MICROFIBRACLASSIC,C,PERMANENTE,CLASSIC,BASICOS,2026,2,29
34399,703314,SUTIA C/ BORDADO EM MICROFIBRACLASSIC,C,PERMANENTE,CLASSIC,BASICOS,2026,3,14
34399,703314,SUTIA C/ BORDADO EM MICROFIBRACLASSIC,C,PERMANENTE,CLASSIC,BASICOS,2026,4,15
34400,703314,SUTIA C/ BORDADO EM MICROFIBRACLASSIC,C,PERMANENTE,CLASSIC,BASICOS,2026,1,13
34400,703314,SUTIA C/ BORDADO EM MICROFIBRACLASSIC,C,PERMANENTE,CLASSIC,BASICOS,2026,2,20
34400,703314,SUTIA C/ BORDADO EM MICROFIBRACLASSIC,C,PERMANENTE,CLASSIC,BASICOS,2026,3,9
34400,703314,SUTIA C/ BORDADO EM MICROFIBRACLASSIC,C,PERMANENTE,CLASSIC,BASICOS,2026,4,10
34412,703313,SUTIA S/ BOJO EM MICROFIBRCLASSIC,C,PERMANENTE,CLASSIC,BASICOS,2026,1,19
34412,703313,SUTIA S/ BOJO EM MICROFIBRCLASSIC,C,PERMANENTE,CLASSIC,BASICOS,2026,2,29
34412,703313,SUTIA S/ BOJO EM MICROFIBRCLASSIC,C,PERMANENTE,CLASSIC,BASICOS,2026,3,14
34412,703313,SUTIA S/ BOJO EM MICROFIBRCLASSIC,C,PERMANENTE,CLASSIC,BASICOS,2026,4,15
34413,703313,SUTIA S/ BOJO EM MICROFIBRCLASSIC,C,PERMANENTE,CLASSIC,BASICOS,2026,1,20
34413,703313,SUTIA S/ BOJO EM MICROFIBRCLASSIC,C,PERMANENTE,CLASSIC,BASICOS,2026,2,30
34413,703313,SUTIA S/ BOJO EM MICROFIBRCLASSIC,C,PERMANENTE,CLASSIC,BASICOS,2026,3,14
34413,703313,SUTIA S/ BOJO EM MICROFIBRCLASSIC,C,PERMANENTE,CLASSIC,BASICOS,2026,4,16
34414,703313,SUTIA S/ BOJO EM MICROFIBRCLASSIC,C,PERMANENTE,CLASSIC,BASICOS,2026,1,19
34414,703313,SUTIA S/ BOJO EM MICROFIBRCLASSIC,C,PERMANENTE,CLASSIC,BASICOS,2026,2,28
34414,703313,SUTIA S/ BOJO EM MICROFIBRCLASSIC,C,PERMANENTE,CLASSIC,BASICOS,2026,3,13
34414,703313,SUTIA S/ BOJO EM MICROFIBRCLASSIC,C,PERMANENTE,CLASSIC,BASICOS,2026,4,15
34415,703313,SUTIA S/ BOJO EM MICROFIBRCLASSIC,C,PERMANENTE,CLASSIC,BASICOS,2026,1,14
34415,703313,SUTIA S/ BOJO EM MICROFIBRCLASSIC,C,PERMANENTE,CLASSIC,BASICOS,2026,2,21
34415,703313,SUTIA S/ BOJO EM MICROFIBRCLASSIC,C,PERMANENTE,CLASSIC,BASICOS,2026,3,10
34415,703313,SUTIA S/ BOJO EM MICROFIBRCLASSIC,C,PERMANENTE,CLASSIC,BASICOS,2026,4,11
34444,303602,SUTIA TQC EM MICROFIBRA CONTROL,D,PERMANENTE,CONTROL,BASICOS,2026,1,35
34444,303602,SUTIA TQC EM MICROFIBRA CONTROL,D,PERMANENTE,CONTROL,BASICOS,2026,2,20
34444,303602,SUTIA TQC EM MICROFIBRA CONTROL,D,PERMANENTE,CONTROL,BASICOS,2026,3,9
34444,303602,SUTIA TQC EM MICROFIBRA CONTROL,D,PERMANENTE,CONTROL,BASICOS,2026,4,10
34445,303602,SUTIA TQC EM MICROFIBRA CONTROL,D,PERMANENTE,CONTROL,BASICOS,2026,1,45
34445,303602,SUTIA TQC EM MICROFIBRA CONTROL,D,PERMANENTE,CONTROL,BASICOS,2026,2,26
34445,303602,SUTIA TQC EM MICROFIBRA CONTROL,D,PERMANENTE,CONTROL,BASICOS,2026,3,12
34445,303602,SUTIA TQC EM MICROFIBRA CONTROL,D,PERMANENTE,CONTROL,BASICOS,2026,4,13
34446,303602,SUTIA TQC EM MICROFIBRA CONTROL,D,PERMANENTE,CONTROL,BASICOS,2026,1,36
34446,303602,SUTIA TQC EM MICROFIBRA CONTROL,D,PERMANENTE,CONTROL,BASICOS,2026,2,20
34446,303602,SUTIA TQC EM MICROFIBRA CONTROL,D,PERMANENTE,CONTROL,BASICOS,2026,3,9
34446,303602,SUTIA TQC EM MICROFIBRA CONTROL,D,PERMANENTE,CONTROL,BASICOS,2026,4,10
34459,503805,TOP C/ BOJO REMOVIVEL KISS ME,B,PERMANENTE,FASHION,KISS ME,2026,1,11
34459,503805,TOP C/ BOJO REMOVIVEL KISS ME,B,PERMANENTE,FASHION,KISS ME,2026,2,2
34459,503805,TOP C/ BOJO REMOVIVEL KISS ME,B,PERMANENTE,FASHION,KISS ME,2026,3,0
34459,503805,TOP C/ BOJO REMOVIVEL KISS ME,B,PERMANENTE,FASHION,KISS ME,2026,4,0
34460,503805,TOP C/ BOJO REMOVIVEL KISS ME,B,PERMANENTE,FASHION,KISS ME,2026,1,10
34460,503805,TOP C/ BOJO REMOVIVEL KISS ME,B,PERMANENTE,FASHION,KISS ME,2026,2,1
34460,503805,TOP C/ BOJO REMOVIVEL KISS ME,B,PERMANENTE,FASHION,KISS ME,2026,3,0
34460,503805,TOP C/ BOJO REMOVIVEL KISS ME,B,PERMANENTE,FASHION,KISS ME,2026,4,0
34461,503805,TOP C/ BOJO REMOVIVEL KISS ME,B,PERMANENTE,FASHION,KISS ME,2026,1,10
34461,503805,TOP C/ BOJO REMOVIVEL KISS ME,B,PERMANENTE,FASHION,KISS ME,2026,2,1
34461,503805,TOP C/ BOJO REMOVIVEL KISS ME,B,PERMANENTE,FASHION,KISS ME,2026,3,0
34461,503805,TOP C/ BOJO REMOVIVEL KISS ME,B,PERMANENTE,FASHION,KISS ME,2026,4,0
34462,503805,TOP C/ BOJO REMOVIVEL KISS ME,B,PERMANENTE,FASHION,KISS ME,2026,1,11
34462,503805,TOP C/ BOJO REMOVIVEL KISS ME,B,PERMANENTE,FASHION,KISS ME,2026,2,2
34462,503805,TOP C/ BOJO REMOVIVEL KISS ME,B,PERMANENTE,FASHION,KISS ME,2026,3,0
34462,503805,TOP C/ BOJO REMOVIVEL KISS ME,B,PERMANENTE,FASHION,KISS ME,2026,4,0
34463,503805,TOP C/ BOJO REMOVIVEL KISS ME,B,PERMANENTE,FASHION,KISS ME,2026,1,11
34463,503805,TOP C/ BOJO REMOVIVEL KISS ME,B,PERMANENTE,FASHION,KISS ME,2026,2,1
34463,503805,TOP C/ BOJO REMOVIVEL KISS ME,B,PERMANENTE,FASHION,KISS ME,2026,3,0
34463,503805,TOP C/ BOJO REMOVIVEL KISS ME,B,PERMANENTE,FASHION,KISS ME,2026,4,0
34464,503805,TOP C/ BOJO REMOVIVEL KISS ME,B,PERMANENTE,FASHION,KISS ME,2026,1,10
34464,503805,TOP C/ BOJO REMOVIVEL KISS ME,B,PERMANENTE,FASHION,KISS ME,2026,2,1
34464,503805,TOP C/ BOJO REMOVIVEL KISS ME,B,PERMANENTE,FASHION,KISS ME,2026,3,0
34464,503805,TOP C/ BOJO REMOVIVEL KISS ME,B,PERMANENTE,FASHION,KISS ME,2026,4,0
34465,503805,TOP C/ BOJO REMOVIVEL KISS ME,B,PERMANENTE,FASHION,KISS ME,2026,1,10
34465,503805,TOP C/ BOJO REMOVIVEL KISS ME,B,PERMANENTE,FASHION,KISS ME,2026,2,1
34465,503805,TOP C/ BOJO REMOVIVEL KISS ME,B,PERMANENTE,FASHION,KISS ME,2026,3,0
34465,503805,TOP C/ BOJO REMOVIVEL KISS ME,B,PERMANENTE,FASHION,KISS ME,2026,4,0
34466,503805,TOP C/ BOJO REMOVIVEL KISS ME,B,PERMANENTE,FASHION,KISS ME,2026,1,11
34466,503805,TOP C/ BOJO REMOVIVEL KISS ME,B,PERMANENTE,FASHION,KISS ME,2026,2,2
34466,503805,TOP C/ BOJO REMOVIVEL KISS ME,B,PERMANENTE,FASHION,KISS ME,2026,3,0
34466,503805,TOP C/ BOJO REMOVIVEL KISS ME,B,PERMANENTE,FASHION,KISS ME,2026,4,0
34691,301707,CALCINHA ALTA EM MICROFIBRA CONTRO,D,PERMANENTE COR NOVA,CONTROL,BASICOS,2026,1,8
34691,301707,CALCINHA ALTA EM MICROFIBRA CONTRO,D,PERMANENTE COR NOVA,CONTROL,BASICOS,2026,2,5
34691,301707,CALCINHA ALTA EM MICROFIBRA CONTRO,D,PERMANENTE COR NOVA,CONTROL,BASICOS,2026,3,2
34691,301707,CALCINHA ALTA EM MICROFIBRA CONTRO,D,PERMANENTE COR NOVA,CONTROL,BASICOS,2026,4,2
34692,301707,CALCINHA ALTA EM MICROFIBRA CONTRO,D,PERMANENTE COR NOVA,CONTROL,BASICOS,2026,1,8
34692,301707,CALCINHA ALTA EM MICROFIBRA CONTRO,D,PERMANENTE COR NOVA,CONTROL,BASICOS,2026,2,5
34692,301707,CALCINHA ALTA EM MICROFIBRA CONTRO,D,PERMANENTE COR NOVA,CONTROL,BASICOS,2026,3,2
34692,301707,CALCINHA ALTA EM MICROFIBRA CONTRO,D,PERMANENTE COR NOVA,CONTROL,BASICOS,2026,4,2
34693,301707,CALCINHA ALTA EM MICROFIBRA CONTRO,D,PERMANENTE COR NOVA,CONTROL,BASICOS,2026,1,7
34693,301707,CALCINHA ALTA EM MICROFIBRA CONTRO,D,PERMANENTE COR NOVA,CONTROL,BASICOS,2026,2,4
34693,301707,CALCINHA ALTA EM MICROFIBRA CONTRO,D,PERMANENTE COR NOVA,CONTROL,BASICOS,2026,3,2
34693,301707,CALCINHA ALTA EM MICROFIBRA CONTRO,D,PERMANENTE COR NOVA,CONTROL,BASICOS,2026,4,2
34699,301310,CALCINHA ALTA EM MICROFIBRA CONTRO,D,PERMANENTE COR NOVA,CONTROL,BASICOS,2026,1,4
34699,301310,CALCINHA ALTA EM MICROFIBRA CONTRO,D,PERMANENTE COR NOVA,CONTROL,BASICOS,2026,2,2
34699,301310,CALCINHA ALTA EM MICROFIBRA CONTRO,D,PERMANENTE COR NOVA,CONTROL,BASICOS,2026,3,1
34699,301310,CALCINHA ALTA EM MICROFIBRA CONTRO,D,PERMANENTE COR NOVA,CONTROL,BASICOS,2026,4,1
34700,301310,CALCINHA ALTA EM MICROFIBRA CONTRO,D,PERMANENTE COR NOVA,CONTROL,BASICOS,2026,1,11
34700,301310,CALCINHA ALTA EM MICROFIBRA CONTRO,D,PERMANENTE COR NOVA,CONTROL,BASICOS,2026,2,6
34700,301310,CALCINHA ALTA EM MICROFIBRA CONTRO,D,PERMANENTE COR NOVA,CONTROL,BASICOS,2026,3,3
34700,301310,CALCINHA ALTA EM MICROFIBRA CONTRO,D,PERMANENTE COR NOVA,CONTROL,BASICOS,2026,4,3
34701,301310,CALCINHA ALTA EM MICROFIBRA CONTRO,D,PERMANENTE COR NOVA,CONTROL,BASICOS,2026,1,10
34701,301310,CALCINHA ALTA EM MICROFIBRA CONTRO,D,PERMANENTE COR NOVA,CONTROL,BASICOS,2026,2,6
34701,301310,CALCINHA ALTA EM MICROFIBRA CONTRO,D,PERMANENTE COR NOVA,CONTROL,BASICOS,2026,3,3
34701,301310,CALCINHA ALTA EM MICROFIBRA CONTRO,D,PERMANENTE COR NOVA,CONTROL,BASICOS,2026,4,3
34702,301310,CALCINHA ALTA EM MICROFIBRA CONTRO,D,PERMANENTE COR NOVA,CONTROL,BASICOS,2026,1,8
34702,301310,CALCINHA ALTA EM MICROFIBRA CONTRO,D,PERMANENTE COR NOVA,CONTROL,BASICOS,2026,2,5
34702,301310,CALCINHA ALTA EM MICROFIBRA CONTRO,D,PERMANENTE COR NOVA,CONTROL,BASICOS,2026,3,2
34702,301310,CALCINHA ALTA EM MICROFIBRA CONTRO,D,PERMANENTE COR NOVA,CONTROL,BASICOS,2026,4,2
34703,301310,CALCINHA ALTA EM MICROFIBRA CONTRO,D,PERMANENTE COR NOVA,CONTROL,BASICOS,2026,1,4
34703,301310,CALCINHA ALTA EM MICROFIBRA CONTRO,D,PERMANENTE COR NOVA,CONTROL,BASICOS,2026,2,3
34703,301310,CALCINHA ALTA EM MICROFIBRA CONTRO,D,PERMANENTE COR NOVA,CONTROL,BASICOS,2026,3,1
34703,301310,CALCINHA ALTA EM MICROFIBRA CONTRO,D,PERMANENTE COR NOVA,CONTROL,BASICOS,2026,4,1
34705,303402,SUTIA TRIANGULO FIRMADOR EM MICROFIBRA,C,PERMANENTE COR NOVA,CONTROL,BASICOS,2026,1,7
34705,303402,SUTIA TRIANGULO FIRMADOR EM MICROFIBRA,C,PERMANENTE COR NOVA,CONTROL,BASICOS,2026,2,4
34705,303402,SUTIA TRIANGULO FIRMADOR EM MICROFIBRA,C,PERMANENTE COR NOVA,CONTROL,BASICOS,2026,3,2
34705,303402,SUTIA TRIANGULO FIRMADOR EM MICROFIBRA,C,PERMANENTE COR NOVA,CONTROL,BASICOS,2026,4,2
