idproduto,referencia,produto,curva_abc,continuidade,linha,familia,ano,mes,ml_qtd
19620,703602,SUTIA TQC EM MICROFIBRA TACA B,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,2,93
19620,703602,SUTIA TQC EM MICROFIBRA TACA B,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,3,36
19620,703602,SUTIA TQC EM MICROFIBRA TACA B,B,PERMANENTE,CONFORT,BASICOS PLUS,2026,4,48
19655,103102,SUTIA PUSH UP SUSTENTARE MICROF TACA B,A,PERMANENTE,CONFORT,BASICOS,2026,1,290
19655,103102,SUTIA PUSH UP SUSTENTARE MICROF TACA B,A,PERMANENTE,CONFORT,BASICOS,2026,2,336
19655,103102,SUTIA PUSH UP SUSTENTARE MICROF TACA B,A,PERMANENTE,CONFORT,BASICOS,2026,3,170
19655,103102,SUTIA PUSH UP SUSTENTARE MICROF TACA B,A,PERMANENTE,CONFORT,BASICOS,2026,4,174
19657,103102,SUTIA PUSH UP SUSTENTARE MICROF TACA B,A,PERMANENTE,CONFORT,BASICOS,2026,1,190
19657,103102,SUTIA PUSH UP SUSTENTARE MICROF TACA B,A,PERMANENTE,CONFORT,BASICOS,2026,2,246
19657,103102,SUTIA PUSH UP SUSTENTARE MICROF TACA B,A,PERMANENTE,CONFORT,BASICOS,2026,3,125
19657,103102,SUTIA PUSH UP SUSTENTARE MICROF TACA B,A,PERMANENTE,CONFORT,BASICOS,2026,4,137
19658,103102,SUTIA PUSH UP SUSTENTARE MICROF TACA B,A,PERMANENTE,CONFORT,BASICOS,2026,1,104
19658,103102,SUTIA PUSH UP SUSTENTARE MICROF TACA B,A,PERMANENTE,CONFORT,BASICOS,2026,2,200
19658,103102,SUTIA PUSH UP SUSTENTARE MICROF TACA B,A,PERMANENTE,CONFORT,BASICOS,2026,3,125
19658,103102,SUTIA PUSH UP SUSTENTARE MICROF TACA B,A,PERMANENTE,CONFORT,BASICOS,2026,4,100
21365,123101,SUTIA PUSH UP 3D EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS,2026,1,90
21365,123101,SUTIA PUSH UP 3D EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS,2026,2,83
21365,123101,SUTIA PUSH UP 3D EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS,2026,3,24
21365,123101,SUTIA PUSH UP 3D EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS,2026,4,123
21366,123101,SUTIA PUSH UP 3D EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS,2026,1,118
21366,123101,SUTIA PUSH UP 3D EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS,2026,2,123
21366,123101,SUTIA PUSH UP 3D EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS,2026,3,46
21366,123101,SUTIA PUSH UP 3D EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS,2026,4,183
21367,123101,SUTIA PUSH UP 3D EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS,2026,1,120
21367,123101,SUTIA PUSH UP 3D EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS,2026,2,113
21367,123101,SUTIA PUSH UP 3D EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS,2026,3,51
21367,123101,SUTIA PUSH UP 3D EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS,2026,4,138
21368,123101,SUTIA PUSH UP 3D EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS,2026,1,106
21368,123101,SUTIA PUSH UP 3D EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS,2026,2,144
21368,123101,SUTIA PUSH UP 3D EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS,2026,3,42
21368,123101,SUTIA PUSH UP 3D EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS,2026,4,77
21369,123101,SUTIA PUSH UP 3D EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS,2026,1,127
21369,123101,SUTIA PUSH UP 3D EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS,2026,2,152
21369,123101,SUTIA PUSH UP 3D EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS,2026,3,55
21369,123101,SUTIA PUSH UP 3D EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS,2026,4,171
21370,123101,SUTIA PUSH UP 3D EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS,2026,1,126
21370,123101,SUTIA PUSH UP 3D EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS,2026,2,143
21370,123101,SUTIA PUSH UP 3D EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS,2026,3,59
21370,123101,SUTIA PUSH UP 3D EM MICROFIBRA,B,PERMANENTE,CONFORT,BASICOS,2026,4,113
22358,302000,SHORT EM PALA ALTA E CORTE ELETRONICO BA,B,PERMANENTE,FREE,BASICOS,2026,1,100
22358,302000,SHORT EM PALA ALTA E CORTE ELETRONICO BA,B,PERMANENTE,FREE,BASICOS,2026,2,120
22358,302000,SHORT EM PALA ALTA E CORTE ELETRONICO BA,B,PERMANENTE,FREE,BASICOS,2026,3,74
22358,302000,SHORT EM PALA ALTA E CORTE ELETRONICO BA,B,PERMANENTE,FREE,BASICOS,2026,4,46
22359,302000,SHORT EM PALA ALTA E CORTE ELETRONICO BA,B,PERMANENTE,FREE,BASICOS,2026,1,167
22359,302000,SHORT EM PALA ALTA E CORTE ELETRONICO BA,B,PERMANENTE,FREE,BASICOS,2026,2,195
22359,302000,SHORT EM PALA ALTA E CORTE ELETRONICO BA,B,PERMANENTE,FREE,BASICOS,2026,3,119
22359,302000,SHORT EM PALA ALTA E CORTE ELETRONICO BA,B,PERMANENTE,FREE,BASICOS,2026,4,80
22360,302000,SHORT EM PALA ALTA E CORTE ELETRONICO BA,B,PERMANENTE,FREE,BASICOS,2026,1,175
22360,302000,SHORT EM PALA ALTA E CORTE ELETRONICO BA,B,PERMANENTE,FREE,BASICOS,2026,2,195
22360,302000,SHORT EM PALA ALTA E CORTE ELETRONICO BA,B,PERMANENTE,FREE,BASICOS,2026,3,146
22360,302000,SHORT EM PALA ALTA E CORTE ELETRONICO BA,B,PERMANENTE,FREE,BASICOS,2026,4,85
22361,302000,SHORT EM PALA ALTA E CORTE ELETRONICO BA,B,PERMANENTE,FREE,BASICOS,2026,1,138
22361,302000,SHORT EM PALA ALTA E CORTE ELETRONICO BA,B,PERMANENTE,FREE,BASICOS,2026,2,167
22361,302000,SHORT EM PALA ALTA E CORTE ELETRONICO BA,B,PERMANENTE,FREE,BASICOS,2026,3,116
22361,302000,SHORT EM PALA ALTA E CORTE ELETRONICO BA,B,PERMANENTE,FREE,BASICOS,2026,4,89
22362,302000,SHORT EM PALA ALTA E CORTE ELETRONICO BA,B,PERMANENTE,FREE,BASICOS,2026,1,70
22362,302000,SHORT EM PALA ALTA E CORTE ELETRONICO BA,B,PERMANENTE,FREE,BASICOS,2026,2,125
22362,302000,SHORT EM PALA ALTA E CORTE ELETRONICO BA,B,PERMANENTE,FREE,BASICOS,2026,3,94
22362,302000,SHORT EM PALA ALTA E CORTE ELETRONICO BA,B,PERMANENTE,FREE,BASICOS,2026,4,56
22779,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,1,5
22779,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,2,7
22779,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,3,8
22779,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,4,4
22781,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,1,13
22781,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,2,19
22781,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,3,20
22781,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,4,10
22782,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,1,17
22782,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,2,24
22782,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,3,26
22782,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,4,13
22783,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,1,7
22783,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,2,10
22783,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,3,11
22783,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,4,6
22785,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,1,19
22785,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,2,27
22785,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,3,29
22785,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,4,15
22786,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,1,20
22786,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,2,29
22786,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,3,32
22786,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,4,16
22788,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,1,10
22788,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,2,14
22788,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,3,15
22788,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,4,8
22789,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,1,15
22789,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,2,22
22789,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,3,23
22789,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,4,12
22790,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,1,15
22790,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,2,21
22790,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,3,23
22790,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,4,12
22793,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,1,10
22793,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,2,15
22793,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,3,16
22793,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,4,8
22794,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,1,3
22794,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,2,5
22794,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,3,5
22794,123013,SUTIA 1/2 TACA IDEAL BASIC UP,C,PERMANENTE,IDEAL,BASICOS,2026,4,3
23092,501701,CALCINHA FIO DENTAL EM RENDA KISS ME,A,PERMANENTE,FASHION,KISS ME,2026,1,46
23092,501701,CALCINHA FIO DENTAL EM RENDA KISS ME,A,PERMANENTE,FASHION,KISS ME,2026,2,128
23092,501701,CALCINHA FIO DENTAL EM RENDA KISS ME,A,PERMANENTE,FASHION,KISS ME,2026,3,101
23092,501701,CALCINHA FIO DENTAL EM RENDA KISS ME,A,PERMANENTE,FASHION,KISS ME,2026,4,117
23388,301307,CALCINHA ALTA CONTROL,D,PERMANENTE,CONTROL,BASICOS,2026,1,293
23388,301307,CALCINHA ALTA CONTROL,D,PERMANENTE,CONTROL,BASICOS,2026,2,166
23388,301307,CALCINHA ALTA CONTROL,D,PERMANENTE,CONTROL,BASICOS,2026,3,78
23388,301307,CALCINHA ALTA CONTROL,D,PERMANENTE,CONTROL,BASICOS,2026,4,82
23389,301307,CALCINHA ALTA CONTROL,D,PERMANENTE,CONTROL,BASICOS,2026,1,292
23389,301307,CALCINHA ALTA CONTROL,D,PERMANENTE,CONTROL,BASICOS,2026,2,165
23389,301307,CALCINHA ALTA CONTROL,D,PERMANENTE,CONTROL,BASICOS,2026,3,77
23389,301307,CALCINHA ALTA CONTROL,D,PERMANENTE,CONTROL,BASICOS,2026,4,82
23390,301307,CALCINHA ALTA CONTROL,D,PERMANENTE,CONTROL,BASICOS,2026,1,200
23390,301307,CALCINHA ALTA CONTROL,D,PERMANENTE,CONTROL,BASICOS,2026,2,113
23390,301307,CALCINHA ALTA CONTROL,D,PERMANENTE,CONTROL,BASICOS,2026,3,53
23390,301307,CALCINHA ALTA CONTROL,D,PERMANENTE,CONTROL,BASICOS,2026,4,56
24094,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,1,8
24094,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,2,11
24094,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,3,12
24094,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,4,6
24095,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,1,7
24095,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,2,10
24095,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,3,11
24095,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,4,6
24096,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,1,3
24096,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,2,4
24096,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,3,4
24096,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,4,2
24097,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,1,14
24097,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,2,21
24097,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,3,22
24097,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,4,11
24098,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,1,12
24098,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,2,18
24098,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,3,19
24098,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,4,10
24099,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,1,5
24099,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,2,6
24099,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,3,7
24099,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,4,4
24101,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,1,18
24101,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,2,26
24101,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,3,28
24101,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,4,14
24102,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,1,14
24102,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,2,20
24102,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,3,22
24102,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,4,11
24103,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,1,4
24103,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,2,6
24103,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,3,7
24103,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,4,3
24105,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,1,14
24105,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,2,19
24105,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,3,21
24105,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,4,11
24106,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,1,9
24106,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,2,13
24106,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,3,15
24106,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,4,7
24107,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,1,10
24107,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,2,14
24107,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,3,15
24107,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,4,8
24108,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,1,8
24108,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,2,12
24108,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,3,13
24108,123301,SUTIA S/ BOJO EM MICROFIBRA TACAS BASIC,D,PERMANENTE,IDEAL,BASICOS,2026,4,6
24234,406604,MACAQUINHO MODELADOR  ANATOMIC,C,PERMANENTE,ANATOMIC,BASICOS,2026,1,37
24234,406604,MACAQUINHO MODELADOR  ANATOMIC,C,PERMANENTE,ANATOMIC,BASICOS,2026,2,41
24234,406604,MACAQUINHO MODELADOR  ANATOMIC,C,PERMANENTE,ANATOMIC,BASICOS,2026,3,21
24234,406604,MACAQUINHO MODELADOR  ANATOMIC,C,PERMANENTE,ANATOMIC,BASICOS,2026,4,23
24235,406604,MACAQUINHO MODELADOR  ANATOMIC,C,PERMANENTE,ANATOMIC,BASICOS,2026,1,42
24235,406604,MACAQUINHO MODELADOR  ANATOMIC,C,PERMANENTE,ANATOMIC,BASICOS,2026,2,46
24235,406604,MACAQUINHO MODELADOR  ANATOMIC,C,PERMANENTE,ANATOMIC,BASICOS,2026,3,24
24235,406604,MACAQUINHO MODELADOR  ANATOMIC,C,PERMANENTE,ANATOMIC,BASICOS,2026,4,26
24236,406604,MACAQUINHO MODELADOR  ANATOMIC,C,PERMANENTE,ANATOMIC,BASICOS,2026,1,36
24236,406604,MACAQUINHO MODELADOR  ANATOMIC,C,PERMANENTE,ANATOMIC,BASICOS,2026,2,40
24236,406604,MACAQUINHO MODELADOR  ANATOMIC,C,PERMANENTE,ANATOMIC,BASICOS,2026,3,20
24236,406604,MACAQUINHO MODELADOR  ANATOMIC,C,PERMANENTE,ANATOMIC,BASICOS,2026,4,22
24237,406604,MACAQUINHO MODELADOR  ANATOMIC,C,PERMANENTE,ANATOMIC,BASICOS,2026,1,24
24237,406604,MACAQUINHO MODELADOR  ANATOMIC,C,PERMANENTE,ANATOMIC,BASICOS,2026,2,26
24237,406604,MACAQUINHO MODELADOR  ANATOMIC,C,PERMANENTE,ANATOMIC,BASICOS,2026,3,13
24237,406604,MACAQUINHO MODELADOR  ANATOMIC,C,PERMANENTE,ANATOMIC,BASICOS,2026,4,14
25620,101000,CALCINHA TANGA EM MICROFIBRA BASICA,A,PERMANENTE,CONFORT,BASICOS,2026,1,155
25620,101000,CALCINHA TANGA EM MICROFIBRA BASICA,A,PERMANENTE,CONFORT,BASICOS,2026,2,168
25620,101000,CALCINHA TANGA EM MICROFIBRA BASICA,A,PERMANENTE,CONFORT,BASICOS,2026,3,251
25620,101000,CALCINHA TANGA EM MICROFIBRA BASICA,A,PERMANENTE,CONFORT,BASICOS,2026,4,184
25621,101000,CALCINHA TANGA EM MICROFIBRA BASICA,A,PERMANENTE,CONFORT,BASICOS,2026,1,258
25621,101000,CALCINHA TANGA EM MICROFIBRA BASICA,A,PERMANENTE,CONFORT,BASICOS,2026,2,257
25621,101000,CALCINHA TANGA EM MICROFIBRA BASICA,A,PERMANENTE,CONFORT,BASICOS,2026,3,423
25621,101000,CALCINHA TANGA EM MICROFIBRA BASICA,A,PERMANENTE,CONFORT,BASICOS,2026,4,313
25622,101000,CALCINHA TANGA EM MICROFIBRA BASICA,A,PERMANENTE,CONFORT,BASICOS,2026,1,197
25622,101000,CALCINHA TANGA EM MICROFIBRA BASICA,A,PERMANENTE,CONFORT,BASICOS,2026,2,203
25622,101000,CALCINHA TANGA EM MICROFIBRA BASICA,A,PERMANENTE,CONFORT,BASICOS,2026,3,357
25622,101000,CALCINHA TANGA EM MICROFIBRA BASICA,A,PERMANENTE,CONFORT,BASICOS,2026,4,250
25624,101000,CALCINHA TANGA EM MICROFIBRA BASICA,A,PERMANENTE,CONFORT,BASICOS,2026,1,141
25624,101000,CALCINHA TANGA EM MICROFIBRA BASICA,A,PERMANENTE,CONFORT,BASICOS,2026,2,161
25624,101000,CALCINHA TANGA EM MICROFIBRA BASICA,A,PERMANENTE,CONFORT,BASICOS,2026,3,236
25624,101000,CALCINHA TANGA EM MICROFIBRA BASICA,A,PERMANENTE,CONFORT,BASICOS,2026,4,209
25625,101000,CALCINHA TANGA EM MICROFIBRA BASICA,A,PERMANENTE,CONFORT,BASICOS,2026,1,221
25625,101000,CALCINHA TANGA EM MICROFIBRA BASICA,A,PERMANENTE,CONFORT,BASICOS,2026,2,269
25625,101000,CALCINHA TANGA EM MICROFIBRA BASICA,A,PERMANENTE,CONFORT,BASICOS,2026,3,441
25625,101000,CALCINHA TANGA EM MICROFIBRA BASICA,A,PERMANENTE,CONFORT,BASICOS,2026,4,320
25626,101000,CALCINHA TANGA EM MICROFIBRA BASICA,A,PERMANENTE,CONFORT,BASICOS,2026,1,133
25626,101000,CALCINHA TANGA EM MICROFIBRA BASICA,A,PERMANENTE,CONFORT,BASICOS,2026,2,179
25626,101000,CALCINHA TANGA EM MICROFIBRA BASICA,A,PERMANENTE,CONFORT,BASICOS,2026,3,354
25626,101000,CALCINHA TANGA EM MICROFIBRA BASICA,A,PERMANENTE,CONFORT,BASICOS,2026,4,294
25628,101000,CALCINHA TANGA EM MICROFIBRA BASICA,A,PERMANENTE,CONFORT,BASICOS,2026,1,184
25628,101000,CALCINHA TANGA EM MICROFIBRA BASICA,A,PERMANENTE,CONFORT,BASICOS,2026,2,141
25628,101000,CALCINHA TANGA EM MICROFIBRA BASICA,A,PERMANENTE,CONFORT,BASICOS,2026,3,194
25628,101000,CALCINHA TANGA EM MICROFIBRA BASICA,A,PERMANENTE,CONFORT,BASICOS,2026,4,185
25629,101000,CALCINHA TANGA EM MICROFIBRA BASICA,A,PERMANENTE,CONFORT,BASICOS,2026,1,242
25629,101000,CALCINHA TANGA EM MICROFIBRA BASICA,A,PERMANENTE,CONFORT,BASICOS,2026,2,260
25629,101000,CALCINHA TANGA EM MICROFIBRA BASICA,A,PERMANENTE,CONFORT,BASICOS,2026,3,387
25629,101000,CALCINHA TANGA EM MICROFIBRA BASICA,A,PERMANENTE,CONFORT,BASICOS,2026,4,284
25630,101000,CALCINHA TANGA EM MICROFIBRA BASICA,A,PERMANENTE,CONFORT,BASICOS,2026,1,181
25630,101000,CALCINHA TANGA EM MICROFIBRA BASICA,A,PERMANENTE,CONFORT,BASICOS,2026,2,176
25630,101000,CALCINHA TANGA EM MICROFIBRA BASICA,A,PERMANENTE,CONFORT,BASICOS,2026,3,295
25630,101000,CALCINHA TANGA EM MICROFIBRA BASICA,A,PERMANENTE,CONFORT,BASICOS,2026,4,275
25640,101500,CALCINHA BIQUINI EM MICROFIBRA BASICA,A,PERMANENTE,CONFORT,BASICOS,2026,1,204
25640,101500,CALCINHA BIQUINI EM MICROFIBRA BASICA,A,PERMANENTE,CONFORT,BASICOS,2026,2,235
25640,101500,CALCINHA BIQUINI EM MICROFIBRA BASICA,A,PERMANENTE,CONFORT,BASICOS,2026,3,99
25640,101500,CALCINHA BIQUINI EM MICROFIBRA BASICA,A,PERMANENTE,CONFORT,BASICOS,2026,4,97
25641,101500,CALCINHA BIQUINI EM MICROFIBRA BASICA,A,PERMANENTE,CONFORT,BASICOS,2026,1,289
