idproduto,mes,ano,quantidade,origem
6443,3,2026,1367,"API"
6444,3,2026,1416,"API"
6445,3,2026,857,"API"
6474,3,2026,294,"API"
6475,3,2026,1044,"API"
6476,3,2026,1128,"API"
6477,3,2026,743,"API"
6482,3,2026,125,"API"
6483,3,2026,420,"API"
6484,3,2026,429,"API"
6485,3,2026,267,"API"
6499,3,2026,243,"API"
6500,3,2026,890,"API"
6501,3,2026,965,"API"
6502,3,2026,604,"API"
6708,3,2026,37,"API"
6709,3,2026,81,"API"
6710,3,2026,110,"API"
6711,3,2026,68,"API"
6712,3,2026,20,"API"
6713,3,2026,35,"API"
6714,3,2026,43,"API"
6715,3,2026,35,"API"
6734,3,2026,149,"API"
6735,3,2026,151,"API"
6736,3,2026,77,"API"
6743,3,2026,152,"API"
6744,3,2026,322,"API"
6745,3,2026,326,"API"
6746,3,2026,218,"API"
6747,3,2026,62,"API"
6762,3,2026,37,"API"
6763,3,2026,82,"API"
6764,3,2026,74,"API"
6765,3,2026,58,"API"
6766,3,2026,79,"API"
6767,3,2026,159,"API"
6768,3,2026,161,"API"
6769,3,2026,103,"API"
6823,3,2026,174,"API"
6824,3,2026,191,"API"
6825,3,2026,140,"API"
6827,3,2026,107,"API"
6828,3,2026,124,"API"
6829,3,2026,102,"API"
6869,3,2026,487,"API"
6870,3,2026,1089,"API"
6871,3,2026,1103,"API"
6872,3,2026,758,"API"
6873,3,2026,70,"API"
6874,3,2026,207,"API"
6875,3,2026,223,"API"
6876,3,2026,181,"API"
7024,3,2026,65,"API"
7025,3,2026,180,"API"
7026,3,2026,178,"API"
7027,3,2026,117,"API"
7032,3,2026,37,"API"
7033,3,2026,105,"API"
7034,3,2026,79,"API"
7035,3,2026,62,"API"
7108,3,2026,150,"API"
7109,3,2026,232,"API"
7110,3,2026,231,"API"
7111,3,2026,154,"API"
8028,3,2026,70,"API"
8029,3,2026,194,"API"
8047,3,2026,230,"API"
8048,3,2026,162,"API"
8053,3,2026,217,"API"
8054,3,2026,631,"API"
8055,3,2026,736,"API"
8056,3,2026,497,"API"
8057,3,2026,141,"API"
8058,3,2026,364,"API"
8059,3,2026,439,"API"
8060,3,2026,321,"API"
8064,3,2026,126,"API"
8065,3,2026,323,"API"
8066,3,2026,390,"API"
8067,3,2026,272,"API"
8899,3,2026,32,"API"
8900,3,2026,63,"API"
8901,3,2026,51,"API"
8902,3,2026,40,"API"
8947,3,2026,47,"API"
8948,3,2026,138,"API"
8949,3,2026,159,"API"
8950,3,2026,138,"API"
9066,3,2026,62,"API"
9067,3,2026,127,"API"
9068,3,2026,118,"API"
9069,3,2026,67,"API"
9070,3,2026,53,"API"
9071,3,2026,31,"API"
9072,3,2026,40,"API"
9073,3,2026,38,"API"
9074,3,2026,31,"API"
9075,3,2026,23,"API"
9144,3,2026,66,"API"
9145,3,2026,52,"API"
9161,3,2026,142,"API"
9162,3,2026,205,"API"
9163,3,2026,170,"API"
9164,3,2026,112,"API"
9165,3,2026,47,"API"
9166,3,2026,79,"API"
9187,3,2026,47,"API"
9188,3,2026,138,"API"
9189,3,2026,87,"API"
9190,3,2026,65,"API"
9195,3,2026,36,"API"
9196,3,2026,76,"API"
9197,3,2026,61,"API"
9198,3,2026,48,"API"
9203,3,2026,50,"API"
9204,3,2026,144,"API"
9205,3,2026,94,"API"
9206,3,2026,64,"API"
9207,3,2026,100,"API"
9208,3,2026,50,"API"
9209,3,2026,18,"API"
9210,3,2026,45,"API"
9211,3,2026,46,"API"
9212,3,2026,34,"API"
9221,3,2026,34,"API"
9222,3,2026,71,"API"
9316,3,2026,36,"API"
9317,3,2026,75,"API"
9318,3,2026,54,"API"
9619,3,2026,126,"API"
9620,3,2026,132,"API"
9621,3,2026,90,"API"
9652,3,2026,49,"API"
9666,3,2026,97,"API"
9667,3,2026,200,"API"
9668,3,2026,218,"API"
9669,3,2026,162,"API"
9674,3,2026,27,"API"
9675,3,2026,85,"API"
9676,3,2026,116,"API"
9677,3,2026,62,"API"
9812,3,2026,144,"API"
9813,3,2026,215,"API"
9814,3,2026,180,"API"
9815,3,2026,107,"API"
9816,3,2026,148,"API"
9817,3,2026,120,"API"
9868,3,2026,207,"API"
9869,3,2026,368,"API"
9870,3,2026,285,"API"
9892,3,2026,244,"API"
9893,3,2026,479,"API"
9894,3,2026,397,"API"
9898,3,2026,146,"API"
9899,3,2026,240,"API"
9900,3,2026,195,"API"
9953,3,2026,109,"API"
9954,3,2026,200,"API"
9955,3,2026,231,"API"
9956,3,2026,166,"API"
9957,3,2026,114,"API"
9958,3,2026,221,"API"
9959,3,2026,252,"API"
9960,3,2026,189,"API"
9981,3,2026,62,"API"
9982,3,2026,164,"API"
9983,3,2026,185,"API"
9984,3,2026,153,"API"
10430,4,2026,117,"API"
10431,4,2026,98,"API"
10458,4,2026,51,"API"
10464,4,2026,91,"API"
10476,4,2026,116,"API"
10477,4,2026,157,"API"
10478,4,2026,129,"API"
10479,4,2026,102,"API"
10480,4,2026,100,"API"
10481,4,2026,144,"API"
10482,4,2026,122,"API"
10483,4,2026,76,"API"
10494,4,2026,112,"API"
10495,4,2026,192,"API"
10496,4,2026,173,"API"
10497,4,2026,71,"API"
10498,4,2026,112,"API"
10499,4,2026,96,"API"
10783,4,2026,20,"API"
10784,4,2026,39,"API"
10785,4,2026,36,"API"
10786,4,2026,29,"API"
10787,4,2026,50,"API"
10788,4,2026,54,"API"
13561,4,2026,61,"API"
13562,4,2026,45,"API"
13576,4,2026,97,"API"
13586,4,2026,136,"API"
13587,4,2026,127,"API"
13588,4,2026,94,"API"
13589,4,2026,75,"API"
13595,4,2026,98,"API"
16030,4,2026,22,"API"
16031,4,2026,28,"API"
16032,4,2026,26,"API"
16033,4,2026,19,"API"
16034,4,2026,20,"API"
16035,4,2026,22,"API"
16036,4,2026,21,"API"
16037,4,2026,16,"API"
16042,4,2026,79,"API"
16043,4,2026,81,"API"
16044,4,2026,45,"API"
16045,4,2026,35,"API"
16046,4,2026,108,"API"
16047,4,2026,118,"API"
16048,4,2026,59,"API"
16049,4,2026,42,"API"
16050,4,2026,45,"API"
16051,4,2026,73,"API"
16052,4,2026,46,"API"
16053,4,2026,119,"API"
16054,4,2026,135,"API"
16055,4,2026,111,"API"
16056,4,2026,34,"API"
16057,4,2026,41,"API"
16058,4,2026,34,"API"
16059,4,2026,26,"API"
16064,4,2026,42,"API"
16065,4,2026,53,"API"
16066,4,2026,39,"API"
16067,4,2026,30,"API"
16433,4,2026,103,"API"
16434,4,2026,162,"API"
16435,4,2026,114,"API"
16436,4,2026,23,"API"
16437,4,2026,394,"API"
16438,4,2026,623,"API"
16439,4,2026,377,"API"
16440,4,2026,15,"API"
16441,4,2026,463,"API"
16442,4,2026,743,"API"
16443,4,2026,432,"API"
16444,4,2026,98,"API"
16453,4,2026,168,"API"
16454,4,2026,291,"API"
16455,4,2026,180,"API"
16456,4,2026,86,"API"
16457,4,2026,436,"API"
16458,4,2026,812,"API"
16459,4,2026,549,"API"
16460,4,2026,213,"API"
16461,4,2026,552,"API"
16462,4,2026,1053,"API"
16463,4,2026,669,"API"
16464,4,2026,260,"API"
16664,4,2026,43,"API"
16665,4,2026,46,"API"
16666,4,2026,32,"API"
16667,4,2026,22,"API"
16694,4,2026,12,"API"
16695,4,2026,46,"API"
16696,4,2026,49,"API"
16697,4,2026,36,"API"
16698,4,2026,13,"API"
16699,4,2026,47,"API"
16700,4,2026,76,"API"
16701,4,2026,39,"API"
16713,4,2026,289,"API"
16714,4,2026,539,"API"
16715,4,2026,496,"API"
16716,4,2026,301,"API"
16748,4,2026,42,"API"
16749,4,2026,168,"API"
16750,4,2026,141,"API"
16751,4,2026,63,"API"
16756,4,2026,67,"API"
16757,4,2026,254,"API"
16758,4,2026,236,"API"
16759,4,2026,116,"API"
16855,4,2026,294,"API"
16856,4,2026,460,"API"
16857,4,2026,269,"API"
16858,4,2026,62,"API"
16863,4,2026,38,"API"
16864,4,2026,139,"API"
16865,4,2026,121,"API"
16866,4,2026,48,"API"
16879,4,2026,317,"API"
16880,4,2026,623,"API"
16881,4,2026,391,"API"
16882,4,2026,148,"API"
16912,4,2026,30,"API"
16913,4,2026,58,"API"
16914,4,2026,50,"API"
16915,4,2026,31,"API"
16916,4,2026,10,"API"
16917,4,2026,17,"API"
16918,4,2026,16,"API"
16919,4,2026,14,"API"
16933,4,2026,75,"API"
16934,4,2026,73,"API"
16935,4,2026,40,"API"
16936,4,2026,28,"API"
16976,4,2026,30,"API"
16977,4,2026,88,"API"
16978,4,2026,74,"API"
16979,4,2026,33,"API"
17581,4,2026,61,"API"
17582,4,2026,115,"API"
17583,4,2026,103,"API"
17584,4,2026,53,"API"
17585,4,2026,66,"API"
17586,4,2026,132,"API"
17587,4,2026,106,"API"
17588,4,2026,53,"API"
17626,4,2026,97,"API"
17627,4,2026,98,"API"
17628,4,2026,64,"API"
17681,4,2026,78,"API"
17682,4,2026,159,"API"
17683,4,2026,144,"API"
17684,4,2026,176,"API"
17685,4,2026,447,"API"
17686,4,2026,423,"API"
17687,4,2026,108,"API"
17688,4,2026,286,"API"
17689,4,2026,273,"API"
17690,4,2026,184,"API"
17691,4,2026,446,"API"
17692,4,2026,411,"API"
17748,4,2026,27,"API"
17749,4,2026,50,"API"
17750,4,2026,39,"API"
17754,4,2026,28,"API"
17755,4,2026,42,"API"
17756,4,2026,46,"API"
17766,4,2026,52,"API"
17767,4,2026,66,"API"
17768,4,2026,91,"API"
17781,4,2026,57,"API"
17782,4,2026,104,"API"
17783,4,2026,96,"API"
17784,4,2026,43,"API"
17987,4,2026,13,"API"
17988,4,2026,72,"API"
17989,4,2026,74,"API"
17990,4,2026,39,"API"
18030,4,2026,29,"API"
18031,4,2026,40,"API"
18032,4,2026,40,"API"
18033,4,2026,31,"API"
18034,4,2026,52,"API"
18035,4,2026,91,"API"
18036,4,2026,89,"API"
18037,4,2026,49,"API"
18038,4,2026,32,"API"
18039,4,2026,40,"API"
18040,4,2026,35,"API"
18041,4,2026,30,"API"
18058,4,2026,123,"API"
18059,4,2026,251,"API"
18060,4,2026,301,"API"
18061,4,2026,241,"API"
18062,4,2026,158,"API"
18063,4,2026,390,"API"
18064,4,2026,470,"API"
18065,4,2026,354,"API"
18066,4,2026,87,"API"
18067,4,2026,168,"API"
18068,4,2026,209,"API"
18069,4,2026,157,"API"
18078,4,2026,90,"API"
18079,4,2026,177,"API"
18080,4,2026,190,"API"
18081,4,2026,128,"API"
18082,4,2026,288,"API"
18083,4,2026,316,"API"
18084,4,2026,79,"API"
18085,4,2026,158,"API"
18086,4,2026,168,"API"
18093,4,2026,30,"API"
18094,4,2026,59,"API"
18095,4,2026,70,"API"
18096,4,2026,52,"API"
18097,4,2026,50,"API"
18098,4,2026,114,"API"
18099,4,2026,134,"API"
18100,4,2026,116,"API"
18101,4,2026,19,"API"
18102,4,2026,37,"API"
18103,4,2026,45,"API"
18104,4,2026,35,"API"
18170,4,2026,59,"API"
18171,4,2026,130,"API"
18172,4,2026,154,"API"
18173,4,2026,127,"API"
18277,4,2026,92,"API"
18278,4,2026,231,"API"
18279,4,2026,157,"API"
18280,4,2026,270,"API"
18281,4,2026,14,"API"
18282,4,2026,25,"API"
18283,4,2026,29,"API"
18284,4,2026,21,"API"
18632,4,2026,15,"API"
18633,4,2026,31,"API"
18634,4,2026,37,"API"
18635,4,2026,32,"API"
18640,4,2026,24,"API"
18641,4,2026,52,"API"
18642,4,2026,89,"API"
18643,4,2026,49,"API"
18973,4,2026,11,"API"
18974,4,2026,21,"API"
18975,4,2026,17,"API"
18976,4,2026,12,"API"
18977,4,2026,13,"API"
18978,4,2026,18,"API"
18979,4,2026,15,"API"
18980,4,2026,8,"API"
18985,4,2026,11,"API"
18986,4,2026,18,"API"
18987,4,2026,14,"API"
18988,4,2026,9,"API"
19278,4,2026,24,"API"
19279,4,2026,41,"API"
19280,4,2026,40,"API"
19281,4,2026,23,"API"
19282,4,2026,39,"API"
19283,4,2026,85,"API"
19284,4,2026,60,"API"
19285,4,2026,39,"API"
19298,4,2026,49,"API"
19299,4,2026,136,"API"
19300,4,2026,112,"API"
19307,4,2026,53,"API"
19308,4,2026,129,"API"
19309,4,2026,102,"API"
19310,4,2026,55,"API"
19311,4,2026,115,"API"
19312,4,2026,67,"API"
19319,4,2026,44,"API"
19320,4,2026,103,"API"
19321,4,2026,52,"API"
19350,4,2026,9,"API"
19351,4,2026,7,"API"
19352,4,2026,10,"API"
19353,4,2026,6,"API"
19354,4,2026,11,"API"
19355,4,2026,16,"API"
19356,4,2026,15,"API"
19357,4,2026,8,"API"
19358,4,2026,15,"API"
19359,4,2026,21,"API"
19360,4,2026,9,"API"
19361,4,2026,16,"API"
19362,4,2026,19,"API"
19363,4,2026,11,"API"
19364,4,2026,9,"API"
19366,4,2026,6,"API"
19367,4,2026,39,"API"
19368,4,2026,31,"API"
19369,4,2026,15,"API"
19370,4,2026,21,"API"
19371,4,2026,9,"API"
19372,4,2026,42,"API"
19373,4,2026,60,"API"
19374,4,2026,24,"API"
19375,4,2026,48,"API"
19376,4,2026,78,"API"
19377,4,2026,50,"API"
19378,4,2026,32,"API"
19379,4,2026,22,"API"
19381,4,2026,21,"API"
19382,4,2026,150,"API"
19383,4,2026,124,"API"
19384,4,2026,77,"API"
19385,4,2026,71,"API"
19386,4,2026,27,"API"
19387,4,2026,182,"API"
19388,4,2026,208,"API"
19389,4,2026,100,"API"
19390,4,2026,176,"API"
19391,4,2026,189,"API"
19392,4,2026,12,"API"
19394,4,2026,17,"API"
19395,4,2026,30,"API"
19396,4,2026,16,"API"
19397,4,2026,14,"API"
19398,4,2026,32,"API"
19399,4,2026,51,"API"
19400,4,2026,25,"API"
19401,4,2026,10,"API"
19402,4,2026,32,"API"
19403,4,2026,53,"API"
19404,4,2026,17,"API"
19405,4,2026,33,"API"
19406,4,2026,18,"API"
19408,4,2026,45,"API"
19409,4,2026,62,"API"
19410,4,2026,37,"API"
19411,4,2026,22,"API"
19412,4,2026,95,"API"
19413,4,2026,102,"API"
19414,4,2026,44,"API"
19415,4,2026,19,"API"
19416,4,2026,75,"API"
19417,4,2026,86,"API"
19418,4,2026,33,"API"
19419,4,2026,58,"API"
19598,4,2026,11,"API"
19599,4,2026,14,"API"
19618,4,2026,94,"API"
19620,4,2026,42,"API"
19621,4,2026,45,"API"
19622,4,2026,17,"API"
19623,4,2026,26,"API"
19655,4,2026,194,"API"
19657,4,2026,109,"API"
19658,4,2026,125,"API"
21350,4,2026,22,"API"
21351,4,2026,33,"API"
21352,4,2026,29,"API"
21353,4,2026,32,"API"
21354,4,2026,51,"API"
21355,4,2026,31,"API"
21359,4,2026,21,"API"
21360,4,2026,29,"API"
21361,4,2026,13,"API"
21365,4,2026,86,"API"
21366,4,2026,144,"API"
21367,4,2026,125,"API"
21368,4,2026,88,"API"
21369,4,2026,149,"API"
21370,4,2026,117,"API"
22358,4,2026,54,"API"
22359,4,2026,123,"API"
22360,4,2026,138,"API"
22361,4,2026,117,"API"
22362,4,2026,64,"API"
22760,4,2026,6,"API"
22761,4,2026,6,"API"
22763,4,2026,14,"API"
22764,4,2026,14,"API"
22765,4,2026,10,"API"
22766,4,2026,5,"API"
22767,4,2026,12,"API"
22768,4,2026,17,"API"
22770,4,2026,11,"API"
22771,4,2026,14,"API"
22772,4,2026,15,"API"
22773,4,2026,9,"API"
22774,4,2026,4,"API"
22775,4,2026,9,"API"
22776,4,2026,5,"API"
22778,4,2026,8,"API"
22779,4,2026,10,"API"
22780,4,2026,5,"API"
22781,4,2026,27,"API"
22782,4,2026,28,"API"
22783,4,2026,13,"API"
22784,4,2026,6,"API"
22785,4,2026,36,"API"
22786,4,2026,31,"API"
22788,4,2026,13,"API"
22789,4,2026,33,"API"
22790,4,2026,26,"API"
22791,4,2026,8,"API"
22792,4,2026,11,"API"
22793,4,2026,18,"API"
22794,4,2026,8,"API"
23091,4,2026,102,"API"
23092,4,2026,142,"API"
23387,4,2026,19,"API"
23388,4,2026,59,"API"
23389,4,2026,61,"API"
23390,4,2026,42,"API"
23391,4,2026,9,"API"
23392,4,2026,20,"API"
23393,4,2026,22,"API"
23394,4,2026,19,"API"
24079,4,2026,9,"API"
24080,4,2026,6,"API"
24081,4,2026,6,"API"
24082,4,2026,13,"API"
24083,4,2026,13,"API"
24084,4,2026,6,"API"
24085,4,2026,8,"API"
24086,4,2026,16,"API"
24087,4,2026,14,"API"
24088,4,2026,7,"API"
24089,4,2026,6,"API"
24090,4,2026,14,"API"
24091,4,2026,11,"API"
24092,4,2026,10,"API"
24093,4,2026,9,"API"
24094,4,2026,12,"API"
24095,4,2026,13,"API"
24096,4,2026,7,"API"
24097,4,2026,22,"API"
24098,4,2026,24,"API"
24099,4,2026,11,"API"
24100,4,2026,6,"API"
24101,4,2026,28,"API"
24102,4,2026,25,"API"
24103,4,2026,8,"API"
24104,4,2026,9,"API"
24105,4,2026,22,"API"
24106,4,2026,19,"API"
24107,4,2026,16,"API"
24108,4,2026,12,"API"
24234,4,2026,53,"API"
24235,4,2026,56,"API"
24236,4,2026,48,"API"
24237,4,2026,30,"API"
25620,4,2026,174,"API"
25621,4,2026,364,"API"
25622,4,2026,252,"API"
25623,4,2026,98,"API"
25624,4,2026,165,"API"
25625,4,2026,338,"API"
25626,4,2026,237,"API"
25627,4,2026,101,"API"
25628,4,2026,124,"API"
25629,4,2026,245,"API"
25630,4,2026,176,"API"
25631,4,2026,53,"API"
25640,4,2026,123,"API"
25641,4,2026,326,"API"
25642,4,2026,279,"API"
25643,4,2026,150,"API"
25644,4,2026,143,"API"
25645,4,2026,351,"API"
25646,4,2026,283,"API"
25647,4,2026,147,"API"
25648,4,2026,110,"API"
25649,4,2026,265,"API"
25650,4,2026,213,"API"
25651,4,2026,109,"API"
25660,4,2026,216,"API"
25661,4,2026,449,"API"
25662,4,2026,284,"API"
25663,4,2026,108,"API"
25664,4,2026,120,"API"
25665,4,2026,257,"API"
25666,4,2026,159,"API"
25667,4,2026,51,"API"
25668,4,2026,173,"API"
25669,4,2026,355,"API"
25670,4,2026,219,"API"
25671,4,2026,92,"API"
25721,4,2026,17,"API"
25722,4,2026,19,"API"
25723,4,2026,18,"API"
25724,4,2026,14,"API"
25725,4,2026,16,"API"
25726,4,2026,26,"API"
25727,4,2026,22,"API"
25728,4,2026,14,"API"
25729,4,2026,14,"API"
25730,4,2026,21,"API"
25731,4,2026,20,"API"
25732,4,2026,13,"API"
25737,4,2026,26,"API"
25738,4,2026,42,"API"
25739,4,2026,32,"API"
25740,4,2026,19,"API"
25745,4,2026,18,"API"
25746,4,2026,31,"API"
25747,4,2026,26,"API"
25748,4,2026,17,"API"
25753,4,2026,35,"API"
25754,4,2026,65,"API"
25755,4,2026,40,"API"
25756,4,2026,23,"API"
25761,4,2026,26,"API"
25762,4,2026,44,"API"
25763,4,2026,35,"API"
25764,4,2026,22,"API"
25963,4,2026,28,"API"
25964,4,2026,33,"API"
25965,4,2026,29,"API"
25967,4,2026,21,"API"
25968,4,2026,19,"API"
25969,4,2026,13,"API"
25986,4,2026,27,"API"
25987,4,2026,64,"API"
25988,4,2026,59,"API"
25989,4,2026,39,"API"
25990,4,2026,14,"API"
25991,4,2026,30,"API"
25992,4,2026,17,"API"
25993,4,2026,19,"API"
26019,4,2026,6,"API"
26020,4,2026,8,"API"
26021,4,2026,7,"API"
26022,4,2026,6,"API"
26318,4,2026,18,"API"
26320,4,2026,16,"API"
27047,4,2026,101,"API"
27048,4,2026,172,"API"
27049,4,2026,127,"API"
27050,4,2026,41,"API"
27051,4,2026,103,"API"
27052,4,2026,212,"API"
27053,4,2026,137,"API"
27054,4,2026,51,"API"
27055,4,2026,74,"API"
27056,4,2026,164,"API"
27057,4,2026,127,"API"
27058,4,2026,74,"API"
27099,4,2026,43,"API"
27100,4,2026,67,"API"
27101,4,2026,37,"API"
27102,4,2026,25,"API"
27103,4,2026,15,"API"
27104,4,2026,50,"API"
27105,4,2026,80,"API"
27106,4,2026,48,"API"
27107,4,2026,38,"API"
27108,4,2026,24,"API"
27600,4,2026,32,"API"
27601,4,2026,92,"API"
27602,4,2026,56,"API"
27603,4,2026,31,"API"
27604,4,2026,54,"API"
27605,4,2026,38,"API"
27677,4,2026,17,"API"
27678,4,2026,49,"API"
27679,4,2026,56,"API"
27680,4,2026,39,"API"
27681,4,2026,21,"API"
27682,4,2026,80,"API"
27683,4,2026,83,"API"
27684,4,2026,43,"API"
27969,4,2026,62,"API"
27970,4,2026,84,"API"
27971,4,2026,62,"API"
27972,4,2026,29,"API"
27973,4,2026,37,"API"
27974,4,2026,46,"API"
27975,4,2026,30,"API"
27976,4,2026,14,"API"
27977,4,2026,74,"API"
27978,4,2026,104,"API"
27979,4,2026,89,"API"
27980,4,2026,40,"API"
28606,4,2026,43,"API"
28607,4,2026,42,"API"
28608,4,2026,27,"API"
28609,4,2026,19,"API"
28610,4,2026,13,"API"
28612,4,2026,44,"API"
28613,4,2026,44,"API"
28614,4,2026,29,"API"
28615,4,2026,21,"API"
28625,4,2026,48,"API"
28626,4,2026,159,"API"
28627,4,2026,190,"API"
28628,4,2026,136,"API"
28629,4,2026,110,"API"
28630,4,2026,202,"API"
28631,4,2026,190,"API"
28632,4,2026,115,"API"
28633,4,2026,62,"API"
28634,4,2026,150,"API"
28635,4,2026,182,"API"
28636,4,2026,140,"API"
28637,4,2026,109,"API"
28638,4,2026,293,"API"
28639,4,2026,277,"API"
28640,4,2026,165,"API"
28641,4,2026,162,"API"
28642,4,2026,604,"API"
28643,4,2026,655,"API"
28644,4,2026,421,"API"
28645,4,2026,121,"API"
28646,4,2026,245,"API"
28647,4,2026,177,"API"
28648,4,2026,53,"API"
28649,4,2026,133,"API"
28650,4,2026,274,"API"
28651,4,2026,171,"API"
28652,4,2026,72,"API"
28653,4,2026,108,"API"
28654,4,2026,249,"API"
28655,4,2026,201,"API"
28656,4,2026,111,"API"
29094,4,2026,19,"API"
29095,4,2026,29,"API"
29096,4,2026,26,"API"
29097,4,2026,17,"API"
29141,4,2026,39,"API"
29142,4,2026,30,"API"
29143,4,2026,17,"API"
29144,4,2026,13,"API"
29145,4,2026,20,"API"
29146,4,2026,18,"API"
29147,4,2026,13,"API"
29148,4,2026,10,"API"
29415,4,2026,88,"API"
29416,4,2026,84,"API"
29417,4,2026,63,"API"
29418,4,2026,58,"API"
29419,4,2026,55,"API"
29420,4,2026,55,"API"
29424,4,2026,56,"API"
29425,4,2026,44,"API"
29426,4,2026,46,"API"
29427,4,2026,73,"API"
29428,4,2026,81,"API"
29429,4,2026,60,"API"
29430,4,2026,23,"API"
29431,4,2026,17,"API"
29432,4,2026,15,"API"
29433,4,2026,35,"API"
29434,4,2026,25,"API"
29435,4,2026,20,"API"
29448,4,2026,38,"API"
29449,4,2026,26,"API"
29450,4,2026,22,"API"
29454,4,2026,42,"API"
29455,4,2026,32,"API"
29456,4,2026,25,"API"
29552,4,2026,45,"API"
29553,4,2026,15,"API"
29617,4,2026,8,"API"
29618,4,2026,13,"API"
29619,4,2026,13,"API"
29620,4,2026,13,"API"
29875,4,2026,81,"API"
29876,4,2026,81,"API"
29877,4,2026,52,"API"
29881,4,2026,40,"API"
29882,4,2026,39,"API"
29883,4,2026,33,"API"
30003,4,2026,30,"API"
30004,4,2026,28,"API"
30005,4,2026,21,"API"
30006,4,2026,17,"API"
30007,4,2026,17,"API"
30008,4,2026,14,"API"
30061,4,2026,203,"API"
30062,4,2026,275,"API"
30063,4,2026,209,"API"
30064,4,2026,122,"API"
30065,4,2026,111,"API"
30066,4,2026,146,"API"
30067,4,2026,125,"API"
30068,4,2026,83,"API"
30097,4,2026,44,"API"
30101,4,2026,67,"API"
30105,4,2026,90,"API"
30109,4,2026,47,"API"
30150,4,2026,7,"API"
30151,4,2026,7,"API"
30153,4,2026,19,"API"
30154,4,2026,25,"API"
30157,4,2026,25,"API"
30158,4,2026,35,"API"
30160,4,2026,18,"API"
30161,4,2026,32,"API"
30286,4,2026,108,"API"
30287,4,2026,151,"API"
30288,4,2026,136,"API"
30289,4,2026,83,"API"
30290,4,2026,130,"API"
30291,4,2026,124,"API"
30581,4,2026,47,"API"
30582,4,2026,81,"API"
30583,4,2026,67,"API"
30584,4,2026,34,"API"
30745,4,2026,24,"API"
30746,4,2026,38,"API"
30747,4,2026,32,"API"
30748,4,2026,23,"API"
30749,4,2026,15,"API"
30750,4,2026,27,"API"
30751,4,2026,28,"API"
30752,4,2026,18,"API"
30893,4,2026,44,"API"
30894,4,2026,50,"API"
30895,4,2026,47,"API"
30896,4,2026,35,"API"
30897,4,2026,19,"API"
30898,4,2026,21,"API"
30899,4,2026,20,"API"
30900,4,2026,17,"API"
30901,4,2026,89,"API"
30902,4,2026,95,"API"
30903,4,2026,84,"API"
30904,4,2026,46,"API"
30905,4,2026,33,"API"
30906,4,2026,43,"API"
30907,4,2026,50,"API"
30908,4,2026,44,"API"
30909,4,2026,24,"API"
30910,4,2026,17,"API"
30945,4,2026,17,"API"
30946,4,2026,25,"API"
30947,4,2026,21,"API"
30948,4,2026,11,"API"
30949,4,2026,11,"API"
31047,4,2026,55,"API"
31049,4,2026,27,"API"
31050,4,2026,95,"API"
31068,4,2026,144,"API"
31069,4,2026,46,"API"
31070,4,2026,90,"API"
31072,4,2026,88,"API"
31073,4,2026,48,"API"
31074,4,2026,63,"API"
31075,4,2026,78,"API"
31076,4,2026,45,"API"
31097,4,2026,23,"API"
31101,4,2026,32,"API"
31108,4,2026,81,"API"
31109,4,2026,39,"API"
31110,4,2026,56,"API"
31111,4,2026,48,"API"
31112,4,2026,32,"API"
31113,4,2026,36,"API"
31114,4,2026,69,"API"
31115,4,2026,58,"API"
31116,4,2026,35,"API"
31117,4,2026,29,"API"
31118,4,2026,68,"API"
31119,4,2026,72,"API"
31120,4,2026,52,"API"
31121,4,2026,117,"API"
31122,4,2026,212,"API"
31123,4,2026,178,"API"
31124,4,2026,101,"API"
31125,4,2026,55,"API"
31126,4,2026,121,"API"
31127,4,2026,119,"API"
31128,4,2026,93,"API"
31129,4,2026,55,"API"
31130,4,2026,82,"API"
31131,4,2026,52,"API"
31132,4,2026,33,"API"
31138,4,2026,19,"API"
31139,4,2026,26,"API"
31140,4,2026,21,"API"
31141,4,2026,53,"API"
31142,4,2026,85,"API"
31143,4,2026,75,"API"
31144,4,2026,36,"API"
31145,4,2026,50,"API"
31146,4,2026,44,"API"
31147,4,2026,28,"API"
31351,4,2026,108,"API"
31353,4,2026,79,"API"
31359,4,2026,32,"API"
31361,4,2026,108,"API"
31368,4,2026,15,"API"
31370,4,2026,10,"API"
31375,4,2026,35,"API"
31376,4,2026,18,"API"
31378,4,2026,10,"API"
31379,4,2026,42,"API"
31380,4,2026,76,"API"
31381,4,2026,47,"API"
31382,4,2026,36,"API"
31383,4,2026,20,"API"
31387,4,2026,20,"API"
31388,4,2026,26,"API"
31389,4,2026,68,"API"
31396,4,2026,50,"API"
31397,4,2026,10,"API"
31398,4,2026,20,"API"
31943,4,2026,14,"API"
31944,4,2026,17,"API"
31945,4,2026,14,"API"
31946,4,2026,9,"API"
32056,4,2026,11,"API"
32057,4,2026,44,"API"
32058,4,2026,50,"API"
32059,4,2026,36,"API"
32076,4,2026,14,"API"
32077,4,2026,46,"API"
32078,4,2026,54,"API"
32079,4,2026,45,"API"
32164,4,2026,40,"API"
32165,4,2026,36,"API"
32166,4,2026,31,"API"
32170,4,2026,28,"API"
32171,4,2026,22,"API"
32172,4,2026,17,"API"
32200,4,2026,34,"API"
32201,4,2026,31,"API"
32202,4,2026,21,"API"
32203,4,2026,12,"API"
32212,4,2026,46,"API"
32213,4,2026,38,"API"
32214,4,2026,29,"API"
32302,4,2026,45,"API"
32303,4,2026,97,"API"
