idproduto;mes;ano;quantidade;origem;updated_at
24083;9;2026;25;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24083;10;2026;23;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24083;11;2026;16;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24083;12;2026;10;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24084;1;2026;8;API;2026-08-06T13:11:39.026Z
24084;2;2026;7;API;2026-08-06T13:11:39.026Z
24084;3;2026;9;API;2026-08-06T13:11:39.026Z
24084;4;2026;6;API;2026-08-06T13:11:39.026Z
24084;5;2026;0;API;2026-08-06T13:11:39.026Z
24084;6;2026;0;API;2026-08-06T13:11:39.026Z
24084;7;2026;5;API;2026-08-06T13:11:39.026Z
24084;8;2026;9;API;2026-08-06T13:11:39.026Z
24084;9;2026;9;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24084;10;2026;8;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24084;11;2026;6;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24084;12;2026;3;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24085;1;2026;9;API;2026-08-06T13:11:39.026Z
24085;2;2026;8;API;2026-08-06T13:11:39.026Z
24085;3;2026;11;API;2026-08-06T13:11:39.026Z
24085;4;2026;8;API;2026-08-06T13:11:39.026Z
24085;5;2026;0;API;2026-08-06T13:11:39.026Z
24085;6;2026;0;API;2026-08-06T13:11:39.026Z
24085;7;2026;4;API;2026-08-06T13:11:39.026Z
24085;8;2026;11;API;2026-08-06T13:11:39.026Z
24085;9;2026;7;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24085;10;2026;7;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24085;11;2026;5;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24085;12;2026;3;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24086;1;2026;19;API;2026-08-06T13:11:39.026Z
24086;2;2026;16;API;2026-08-06T13:11:39.026Z
24086;3;2026;23;API;2026-08-06T13:11:39.026Z
24086;4;2026;16;API;2026-08-06T13:11:39.026Z
24086;5;2026;0;API;2026-08-06T13:11:39.026Z
24086;6;2026;0;API;2026-08-06T13:11:39.026Z
24086;7;2026;16;API;2026-08-06T13:11:39.026Z
24086;8;2026;26;API;2026-08-06T13:11:39.026Z
24086;9;2026;24;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24086;10;2026;22;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24086;11;2026;16;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24086;12;2026;9;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24087;1;2026;17;API;2026-08-06T13:11:39.026Z
24087;2;2026;14;API;2026-08-06T13:11:39.026Z
24087;3;2026;20;API;2026-08-06T13:11:39.026Z
24087;4;2026;14;API;2026-08-06T13:11:39.026Z
24087;5;2026;0;API;2026-08-06T13:11:39.026Z
24087;6;2026;0;API;2026-08-06T13:11:39.026Z
24087;7;2026;16;API;2026-08-06T13:11:39.026Z
24087;8;2026;22;API;2026-08-06T13:11:39.026Z
24087;9;2026;21;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24087;10;2026;19;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24087;11;2026;13;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24087;12;2026;8;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24088;1;2026;8;API;2026-08-06T13:11:39.026Z
24088;2;2026;7;API;2026-08-06T13:11:39.026Z
24088;3;2026;9;API;2026-08-06T13:11:39.026Z
24088;4;2026;7;API;2026-08-06T13:11:39.026Z
24088;5;2026;0;API;2026-08-06T13:11:39.026Z
24088;6;2026;0;API;2026-08-06T13:11:39.026Z
24088;7;2026;4;API;2026-08-06T13:11:39.026Z
24088;8;2026;10;API;2026-08-06T13:11:39.026Z
24088;9;2026;12;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24088;10;2026;10;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24088;11;2026;7;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24088;12;2026;4;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24089;1;2026;7;API;2026-08-06T13:11:39.026Z
24089;2;2026;6;API;2026-08-06T13:11:39.026Z
24089;3;2026;8;API;2026-08-06T13:11:39.026Z
24089;4;2026;6;API;2026-08-06T13:11:39.026Z
24089;5;2026;0;API;2026-08-06T13:11:39.026Z
24089;6;2026;0;API;2026-08-06T13:11:39.026Z
24089;7;2026;5;API;2026-08-06T13:11:39.026Z
24089;8;2026;10;API;2026-08-06T13:11:39.026Z
24089;9;2026;5;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24089;10;2026;5;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24089;11;2026;3;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24089;12;2026;2;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24090;1;2026;17;API;2026-08-06T13:11:39.026Z
24090;2;2026;14;API;2026-08-06T13:11:39.026Z
24090;3;2026;19;API;2026-08-06T13:11:39.026Z
24090;4;2026;14;API;2026-08-06T13:11:39.026Z
24090;5;2026;0;API;2026-08-06T13:11:39.026Z
24090;6;2026;0;API;2026-08-06T13:11:39.026Z
24090;7;2026;9;API;2026-08-06T13:11:39.026Z
24090;8;2026;21;API;2026-08-06T13:11:39.026Z
24090;9;2026;18;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24090;10;2026;16;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24090;11;2026;11;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24090;12;2026;7;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24091;1;2026;14;API;2026-08-06T13:11:39.026Z
24091;2;2026;12;API;2026-08-06T13:11:39.026Z
24091;3;2026;16;API;2026-08-06T13:11:39.026Z
24091;4;2026;11;API;2026-08-06T13:11:39.026Z
24091;5;2026;0;API;2026-08-06T13:11:39.026Z
24091;6;2026;0;API;2026-08-06T13:11:39.026Z
24091;7;2026;8;API;2026-08-06T13:11:39.026Z
24091;8;2026;16;API;2026-08-06T13:11:39.026Z
24091;9;2026;16;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24091;10;2026;14;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24091;11;2026;10;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24091;12;2026;6;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24092;1;2026;12;API;2026-08-06T13:11:39.026Z
24092;2;2026;11;API;2026-08-06T13:11:39.026Z
24092;3;2026;15;API;2026-08-06T13:11:39.026Z
24092;4;2026;10;API;2026-08-06T13:11:39.026Z
24092;5;2026;0;API;2026-08-06T13:11:39.026Z
24092;6;2026;0;API;2026-08-06T13:11:39.026Z
24092;7;2026;5;API;2026-08-06T13:11:39.026Z
24092;8;2026;14;API;2026-08-06T13:11:39.026Z
24092;9;2026;16;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24092;10;2026;15;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24092;11;2026;10;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24092;12;2026;6;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24093;1;2026;10;API;2026-08-06T13:11:39.026Z
24093;2;2026;9;API;2026-08-06T13:11:39.026Z
24093;3;2026;12;API;2026-08-06T13:11:39.026Z
24093;4;2026;9;API;2026-08-06T13:11:39.026Z
24093;5;2026;0;API;2026-08-06T13:11:39.026Z
24093;6;2026;0;API;2026-08-06T13:11:39.026Z
24093;7;2026;7;API;2026-08-06T13:11:39.026Z
24093;8;2026;12;API;2026-08-06T13:11:39.026Z
24093;9;2026;12;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24093;10;2026;10;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24093;11;2026;7;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24093;12;2026;4;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24094;1;2026;15;API;2026-08-06T13:11:39.026Z
24094;2;2026;13;API;2026-08-06T13:11:39.026Z
24094;3;2026;18;API;2026-08-06T13:11:39.026Z
24094;4;2026;12;API;2026-08-06T13:11:39.026Z
24094;5;2026;15;API;2026-08-06T13:11:39.026Z
24094;6;2026;11;API;2026-08-06T13:11:39.026Z
24094;7;2026;13;API;2026-08-06T13:11:39.026Z
24094;8;2026;20;API;2026-08-06T13:11:39.026Z
24094;9;2026;26;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24094;10;2026;24;API;2026-08-06T13:11:39.026Z
24094;11;2026;17;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24094;12;2026;10;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24095;1;2026;16;API;2026-08-06T13:11:39.026Z
24095;2;2026;13;API;2026-08-06T13:11:39.026Z
24095;3;2026;18;API;2026-08-06T13:11:39.026Z
24095;4;2026;13;API;2026-08-06T13:11:39.026Z
24095;5;2026;15;API;2026-08-06T13:11:39.026Z
24095;6;2026;11;API;2026-08-06T13:11:39.026Z
24095;7;2026;10;API;2026-08-06T13:11:39.026Z
24095;8;2026;18;API;2026-08-06T13:11:39.026Z
24095;9;2026;25;API;2026-08-06T13:11:39.026Z
24095;10;2026;25;API;2026-08-06T13:11:39.026Z
24095;11;2026;19;API;2026-08-06T13:11:39.026Z
24095;12;2026;12;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24096;1;2026;8;API;2026-08-06T13:11:39.026Z
24096;2;2026;7;API;2026-08-06T13:11:39.107Z
24096;3;2026;10;API;2026-08-06T13:11:39.107Z
24096;4;2026;7;API;2026-08-06T13:11:39.107Z
24096;5;2026;8;API;2026-08-06T13:11:39.107Z
24096;6;2026;6;API;2026-08-06T13:11:39.107Z
24096;7;2026;8;API;2026-08-06T13:11:39.107Z
24096;8;2026;11;API;2026-08-06T13:11:39.107Z
24096;9;2026;14;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24096;10;2026;12;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24096;11;2026;9;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24096;12;2026;5;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24097;1;2026;26;API;2026-08-06T13:11:39.107Z
24097;2;2026;22;API;2026-08-06T13:11:39.107Z
24097;3;2026;31;API;2026-08-06T13:11:39.107Z
24097;4;2026;22;API;2026-08-06T13:11:39.107Z
24097;5;2026;25;API;2026-08-06T13:11:39.107Z
24097;6;2026;19;API;2026-08-06T13:11:39.107Z
24097;7;2026;19;API;2026-08-06T13:11:39.107Z
24097;8;2026;34;API;2026-08-06T13:11:39.107Z
24097;9;2026;37;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24097;10;2026;34;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24097;11;2026;24;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24097;12;2026;14;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24098;1;2026;29;API;2026-08-06T13:11:39.107Z
24098;2;2026;25;API;2026-08-06T13:11:39.107Z
24098;3;2026;34;API;2026-08-06T13:11:39.107Z
24098;4;2026;24;API;2026-08-06T13:11:39.107Z
24098;5;2026;28;API;2026-08-06T13:11:39.107Z
24098;6;2026;21;API;2026-08-06T13:11:39.107Z
24098;7;2026;19;API;2026-08-06T13:11:39.107Z
24098;8;2026;37;API;2026-08-06T13:11:39.107Z
24098;9;2026;45;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24098;10;2026;41;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24098;11;2026;29;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24098;12;2026;17;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24099;1;2026;13;API;2026-08-06T13:11:39.107Z
24099;2;2026;11;API;2026-08-06T13:11:39.107Z
24099;3;2026;15;API;2026-08-06T13:11:39.107Z
24099;4;2026;11;API;2026-08-06T13:11:39.107Z
24099;5;2026;12;API;2026-08-06T13:11:39.107Z
24099;6;2026;9;API;2026-08-06T13:11:39.107Z
24099;7;2026;10;API;2026-08-06T13:11:39.107Z
24099;8;2026;17;API;2026-08-06T13:11:39.107Z
24099;9;2026;17;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24099;10;2026;15;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24099;11;2026;11;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24099;12;2026;6;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24100;1;2026;7;API;2026-08-06T13:11:39.107Z
24100;2;2026;6;API;2026-08-06T13:11:39.107Z
24100;3;2026;8;API;2026-08-06T13:11:39.107Z
24100;4;2026;6;API;2026-08-06T13:11:39.107Z
24100;5;2026;6;API;2026-08-06T13:11:39.107Z
24100;6;2026;5;API;2026-08-06T13:11:39.107Z
24100;7;2026;6;API;2026-08-06T13:11:39.107Z
24100;8;2026;7;API;2026-08-06T13:11:39.107Z
24100;9;2026;10;API;2026-08-06T13:11:39.107Z
24100;10;2026;11;API;2026-08-06T13:11:39.107Z
24100;11;2026;8;API;2026-08-06T13:11:39.107Z
24101;1;2026;34;API;2026-08-06T13:11:39.107Z
24101;2;2026;29;API;2026-08-06T13:11:39.107Z
24101;3;2026;39;API;2026-08-06T13:11:39.107Z
24101;4;2026;28;API;2026-08-06T13:11:39.107Z
24101;5;2026;32;API;2026-08-06T13:11:39.107Z
24101;6;2026;24;API;2026-08-06T13:11:39.107Z
24101;7;2026;24;API;2026-08-06T13:11:39.107Z
24101;8;2026;41;API;2026-08-06T13:11:39.107Z
24101;9;2026;41;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24101;10;2026;37;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24101;11;2026;26;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24101;12;2026;16;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24102;1;2026;31;API;2026-08-06T13:11:39.107Z
24102;2;2026;26;API;2026-08-06T13:11:39.107Z
24102;3;2026;36;API;2026-08-06T13:11:39.107Z
24102;4;2026;25;API;2026-08-06T13:11:39.107Z
24102;5;2026;30;API;2026-08-06T13:11:39.107Z
24102;6;2026;22;API;2026-08-06T13:11:39.107Z
24102;7;2026;23;API;2026-08-06T13:11:39.107Z
24102;8;2026;36;API;2026-08-06T13:11:39.107Z
24102;9;2026;40;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24102;10;2026;36;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24102;11;2026;25;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24102;12;2026;15;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24103;1;2026;9;API;2026-08-06T13:11:39.107Z
24103;2;2026;8;API;2026-08-06T13:11:39.107Z
24103;3;2026;11;API;2026-08-06T13:11:39.107Z
24103;4;2026;8;API;2026-08-06T13:11:39.107Z
24103;5;2026;9;API;2026-08-06T13:11:39.107Z
24103;6;2026;7;API;2026-08-06T13:11:39.107Z
24103;7;2026;6;API;2026-08-06T13:11:39.107Z
24103;8;2026;12;API;2026-08-06T13:11:39.107Z
24103;9;2026;14;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24103;10;2026;13;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24103;11;2026;9;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24103;12;2026;5;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24104;1;2026;11;API;2026-08-06T13:11:39.107Z
24104;2;2026;9;API;2026-08-06T13:11:39.107Z
24104;3;2026;13;API;2026-08-06T13:11:39.107Z
24104;4;2026;9;API;2026-08-06T13:11:39.107Z
24104;5;2026;10;API;2026-08-06T13:11:39.107Z
24104;6;2026;8;API;2026-08-06T13:11:39.107Z
24104;7;2026;5;API;2026-08-06T13:11:39.107Z
24104;8;2026;15;API;2026-08-06T13:11:39.107Z
24104;9;2026;20;API;2026-08-06T13:11:39.107Z
24104;10;2026;18;API;2026-08-06T13:11:39.107Z
24104;11;2026;15;API;2026-08-06T13:11:39.107Z
24105;1;2026;26;API;2026-08-06T13:11:39.107Z
24105;2;2026;22;API;2026-08-06T13:11:39.107Z
24105;3;2026;31;API;2026-08-06T13:11:39.107Z
24105;4;2026;22;API;2026-08-06T13:11:39.107Z
24105;5;2026;25;API;2026-08-06T13:11:39.107Z
24105;6;2026;19;API;2026-08-06T13:11:39.107Z
24105;7;2026;15;API;2026-08-06T13:11:39.107Z
24105;8;2026;31;API;2026-08-06T13:11:39.107Z
24105;9;2026;28;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24105;10;2026;25;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24105;11;2026;18;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24105;12;2026;11;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24106;1;2026;23;API;2026-08-06T13:11:39.107Z
24106;2;2026;19;API;2026-08-06T13:11:39.107Z
24106;3;2026;26;API;2026-08-06T13:11:39.107Z
24106;4;2026;19;API;2026-08-06T13:11:39.107Z
24106;5;2026;22;API;2026-08-06T13:11:39.107Z
24106;6;2026;16;API;2026-08-06T13:11:39.107Z
24106;7;2026;12;API;2026-08-06T13:11:39.107Z
24106;8;2026;25;API;2026-08-06T13:11:39.107Z
24106;9;2026;25;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24106;10;2026;23;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24106;11;2026;16;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24106;12;2026;10;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24107;1;2026;19;API;2026-08-06T13:11:39.107Z
24107;2;2026;16;API;2026-08-06T13:11:39.107Z
24107;3;2026;22;API;2026-08-06T13:11:39.107Z
24107;4;2026;16;API;2026-08-06T13:11:39.107Z
24107;5;2026;18;API;2026-08-06T13:11:39.107Z
24107;6;2026;14;API;2026-08-06T13:11:39.107Z
24107;7;2026;12;API;2026-08-06T13:11:39.107Z
24107;8;2026;21;API;2026-08-06T13:11:39.107Z
24107;9;2026;27;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24107;10;2026;25;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24107;11;2026;17;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24107;12;2026;10;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24108;1;2026;14;API;2026-08-06T13:11:39.107Z
24108;2;2026;12;API;2026-08-06T13:11:39.107Z
24108;3;2026;17;API;2026-08-06T13:11:39.107Z
24108;4;2026;12;API;2026-08-06T13:11:39.107Z
24108;5;2026;14;API;2026-08-06T13:11:39.107Z
24108;6;2026;10;API;2026-08-06T13:11:39.107Z
24108;7;2026;13;API;2026-08-06T13:11:39.107Z
24108;8;2026;17;API;2026-08-06T13:11:39.107Z
24108;9;2026;18;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24108;10;2026;17;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24108;11;2026;12;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24108;12;2026;7;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24234;1;2026;65;API;2026-08-06T13:11:39.107Z
24234;2;2026;55;API;2026-08-06T13:11:39.107Z
24234;3;2026;76;API;2026-08-06T13:11:39.107Z
24234;4;2026;53;API;2026-08-06T13:11:39.107Z
24234;5;2026;62;API;2026-08-06T13:11:39.107Z
24234;6;2026;47;API;2026-08-06T13:11:39.107Z
24234;7;2026;68;API;2026-08-06T13:11:39.107Z
24234;8;2026;77;API;2026-08-06T13:11:39.107Z
24234;9;2026;70;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24234;10;2026;63;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24234;11;2026;44;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24234;12;2026;27;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24235;1;2026;68;API;2026-08-06T13:11:39.107Z
24235;2;2026;58;API;2026-08-06T13:11:39.107Z
24235;3;2026;79;API;2026-08-06T13:11:39.107Z
24235;4;2026;56;API;2026-08-06T13:11:39.107Z
24235;5;2026;65;API;2026-08-06T13:11:39.107Z
24235;6;2026;49;API;2026-08-06T13:11:39.107Z
24235;7;2026;69;API;2026-08-06T13:11:39.107Z
24235;8;2026;77;API;2026-08-06T13:11:39.107Z
24235;9;2026;80;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24235;10;2026;73;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24235;11;2026;51;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24235;12;2026;31;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24236;1;2026;58;API;2026-08-06T13:11:39.107Z
24236;2;2026;49;API;2026-08-06T13:11:39.107Z
24236;3;2026;68;API;2026-08-06T13:11:39.107Z
24236;4;2026;48;API;2026-08-06T13:11:39.107Z
24236;5;2026;56;API;2026-08-06T13:11:39.107Z
24236;6;2026;42;API;2026-08-06T13:11:39.107Z
24236;7;2026;59;API;2026-08-06T13:11:39.107Z
24236;8;2026;65;API;2026-08-06T13:11:39.107Z
24236;9;2026;68;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24236;10;2026;61;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24236;11;2026;43;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24236;12;2026;26;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24237;1;2026;37;API;2026-08-06T13:11:39.107Z
24237;2;2026;31;API;2026-08-06T13:11:39.107Z
24237;3;2026;43;API;2026-08-06T13:11:39.107Z
24237;4;2026;30;API;2026-08-06T13:11:39.107Z
24237;5;2026;35;API;2026-08-06T13:11:39.107Z
24237;6;2026;27;API;2026-08-06T13:11:39.107Z
24237;7;2026;36;API;2026-08-06T13:11:39.107Z
24237;8;2026;43;API;2026-08-06T13:11:39.107Z
24237;9;2026;45;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24237;10;2026;41;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24237;11;2026;29;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
24237;12;2026;17;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
25620;1;2026;211;API;2026-08-06T13:11:39.107Z
25620;2;2026;179;API;2026-08-06T13:11:39.107Z
25620;3;2026;246;API;2026-08-06T13:11:39.107Z
25620;4;2026;174;API;2026-08-06T13:11:39.107Z
25620;5;2026;203;API;2026-08-06T13:11:39.107Z
25620;6;2026;153;API;2026-08-06T13:11:39.107Z
25620;7;2026;140;API;2026-08-06T13:11:39.107Z
25620;8;2026;227;API;2026-08-06T13:11:39.107Z
25620;9;2026;238;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
25620;10;2026;216;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
25620;11;2026;152;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
25620;12;2026;91;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
25621;1;2026;441;API;2026-08-06T13:11:39.107Z
25621;2;2026;375;API;2026-08-06T13:11:39.107Z
25621;3;2026;516;API;2026-08-06T13:11:39.107Z
25621;4;2026;364;API;2026-08-06T13:11:39.107Z
25621;5;2026;425;API;2026-08-06T13:11:39.107Z
25621;6;2026;321;API;2026-08-06T13:11:39.107Z
25621;7;2026;323;API;2026-08-06T13:11:39.107Z
25621;8;2026;477;API;2026-08-06T13:11:39.107Z
25621;9;2026;467;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
25621;10;2026;423;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
25621;11;2026;297;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
25621;12;2026;179;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
25622;1;2026;305;API;2026-08-06T13:11:39.107Z
25622;2;2026;259;API;2026-08-06T13:11:39.107Z
25622;3;2026;357;API;2026-08-06T13:11:39.107Z
25622;4;2026;252;API;2026-08-06T13:11:39.107Z
25622;5;2026;294;API;2026-08-06T13:11:39.107Z
25622;6;2026;222;API;2026-08-06T13:11:39.107Z
25622;7;2026;175;API;2026-08-06T13:11:39.107Z
25622;8;2026;330;API;2026-08-06T13:11:39.107Z
25622;9;2026;267;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
25622;10;2026;242;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
25622;11;2026;170;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
25622;12;2026;102;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
25623;1;2026;118;API;2026-08-06T13:11:39.107Z
25623;2;2026;101;API;2026-08-06T13:11:39.107Z
25623;3;2026;138;API;2026-08-06T13:11:39.107Z
25623;4;2026;98;API;2026-08-06T13:11:39.107Z
25623;5;2026;114;API;2026-08-06T13:11:39.107Z
25623;6;2026;86;API;2026-08-06T13:11:39.107Z
25623;7;2026;61;API;2026-08-06T13:11:39.107Z
25623;8;2026;131;API;2026-08-06T13:11:39.107Z
25623;9;2026;81;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
25623;10;2026;73;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
25623;11;2026;51;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
25623;12;2026;31;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
25624;1;2026;200;API;2026-08-06T13:11:39.107Z
25624;2;2026;170;API;2026-08-06T13:11:39.107Z
25624;3;2026;234;API;2026-08-06T13:11:39.107Z
25624;4;2026;165;API;2026-08-06T13:11:39.107Z
25624;5;2026;193;API;2026-08-06T13:11:39.107Z
25624;6;2026;145;API;2026-08-06T13:11:39.107Z
25624;7;2026;122;API;2026-08-06T13:11:39.107Z
25624;8;2026;218;API;2026-08-06T13:11:39.107Z
25624;9;2026;219;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
25624;10;2026;198;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
25624;11;2026;139;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
25624;12;2026;84;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
25625;1;2026;409;API;2026-08-06T13:11:39.107Z
25625;2;2026;348;API;2026-08-06T13:11:39.107Z
25625;3;2026;479;API;2026-08-06T13:11:39.107Z
25625;4;2026;338;API;2026-08-06T13:11:39.107Z
25625;5;2026;395;API;2026-08-06T13:11:39.107Z
