idproduto;mes;ano;quantidade;origem;updated_at
33634;5;2026;96;API;2026-08-06T13:11:40.236Z
33634;6;2026;72;API;2026-08-06T13:11:40.236Z
33634;7;2026;68;API;2026-08-06T13:11:40.236Z
33634;8;2026;108;API;2026-08-06T13:11:40.236Z
33634;9;2026;81;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33634;10;2026;73;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33634;11;2026;51;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33634;12;2026;31;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33635;1;2026;64;API;2026-08-06T13:11:40.236Z
33635;2;2026;55;API;2026-08-06T13:11:40.236Z
33635;3;2026;75;API;2026-08-06T13:11:40.236Z
33635;4;2026;53;API;2026-08-06T13:11:40.236Z
33635;5;2026;62;API;2026-08-06T13:11:40.236Z
33635;6;2026;47;API;2026-08-06T13:11:40.236Z
33635;7;2026;52;API;2026-08-06T13:11:40.236Z
33635;8;2026;70;API;2026-08-06T13:11:40.236Z
33635;9;2026;59;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33635;10;2026;53;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33635;11;2026;37;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33635;12;2026;23;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33719;1;2026;58;API;2026-08-06T13:11:40.236Z
33719;2;2026;49;API;2026-08-06T13:11:40.236Z
33719;3;2026;68;API;2026-08-06T13:11:40.236Z
33719;4;2026;48;API;2026-08-06T13:11:40.236Z
33719;5;2026;56;API;2026-08-06T13:11:40.236Z
33719;6;2026;42;API;2026-08-06T13:11:40.236Z
33719;7;2026;42;API;2026-08-06T13:11:40.236Z
33719;8;2026;63;API;2026-08-06T13:11:40.236Z
33719;9;2026;53;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33719;10;2026;48;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33719;11;2026;33;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33719;12;2026;20;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33720;1;2026;32;API;2026-08-06T13:11:40.236Z
33720;2;2026;27;API;2026-08-06T13:11:40.236Z
33720;3;2026;38;API;2026-08-06T13:11:40.236Z
33720;4;2026;27;API;2026-08-06T13:11:40.236Z
33720;5;2026;31;API;2026-08-06T13:11:40.236Z
33720;6;2026;23;API;2026-08-06T13:11:40.236Z
33720;7;2026;19;API;2026-08-06T13:11:40.236Z
33720;8;2026;35;API;2026-08-06T13:11:40.236Z
33720;9;2026;26;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33720;10;2026;23;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33720;11;2026;16;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33720;12;2026;10;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33724;1;2026;11;API;2026-08-06T13:11:40.236Z
33724;2;2026;10;API;2026-08-06T13:11:40.236Z
33724;3;2026;13;API;2026-08-06T13:11:40.236Z
33724;4;2026;9;API;2026-08-06T13:11:40.236Z
33724;5;2026;11;API;2026-08-06T13:11:40.236Z
33724;6;2026;8;API;2026-08-06T13:11:40.236Z
33724;7;2026;10;API;2026-08-06T13:11:40.236Z
33724;8;2026;13;API;2026-08-06T13:11:40.236Z
33724;9;2026;17;API;2026-08-06T13:11:40.236Z
33724;10;2026;18;API;2026-08-06T13:11:40.236Z
33724;11;2026;13;API;2026-08-06T13:11:40.236Z
33725;1;2026;25;API;2026-08-06T13:11:40.236Z
33725;2;2026;21;API;2026-08-06T13:11:40.236Z
33725;3;2026;30;API;2026-08-06T13:11:40.236Z
33725;4;2026;21;API;2026-08-06T13:11:40.236Z
33725;5;2026;24;API;2026-08-06T13:11:40.236Z
33725;6;2026;18;API;2026-08-06T13:11:40.236Z
33725;7;2026;17;API;2026-08-06T13:11:40.236Z
33725;8;2026;28;API;2026-08-06T13:11:40.236Z
33725;9;2026;38;API;2026-08-06T13:11:40.236Z
33725;10;2026;41;API;2026-08-06T13:11:40.236Z
33725;11;2026;29;API;2026-08-06T13:11:40.236Z
33726;1;2026;24;API;2026-08-06T13:11:40.236Z
33726;2;2026;21;API;2026-08-06T13:11:40.236Z
33726;3;2026;28;API;2026-08-06T13:11:40.236Z
33726;4;2026;20;API;2026-08-06T13:11:40.236Z
33726;5;2026;23;API;2026-08-06T13:11:40.236Z
33726;6;2026;18;API;2026-08-06T13:11:40.236Z
33726;7;2026;14;API;2026-08-06T13:11:40.236Z
33726;8;2026;27;API;2026-08-06T13:11:40.236Z
33726;9;2026;37;API;2026-08-06T13:11:40.236Z
33726;10;2026;39;API;2026-08-06T13:11:40.236Z
33726;11;2026;28;API;2026-08-06T13:11:40.236Z
33727;1;2026;11;API;2026-08-06T13:11:40.236Z
33727;2;2026;10;API;2026-08-06T13:11:40.236Z
33727;3;2026;13;API;2026-08-06T13:11:40.236Z
33727;4;2026;9;API;2026-08-06T13:11:40.236Z
33727;5;2026;11;API;2026-08-06T13:11:40.236Z
33727;6;2026;8;API;2026-08-06T13:11:40.236Z
33727;7;2026;8;API;2026-08-06T13:11:40.236Z
33727;8;2026;13;API;2026-08-06T13:11:40.236Z
33727;9;2026;17;API;2026-08-06T13:11:40.236Z
33727;10;2026;18;API;2026-08-06T13:11:40.236Z
33727;11;2026;13;API;2026-08-06T13:11:40.236Z
33728;1;2026;11;API;2026-08-06T13:11:40.236Z
33728;2;2026;10;API;2026-08-06T13:11:40.236Z
33728;3;2026;13;API;2026-08-06T13:11:40.236Z
33728;4;2026;9;API;2026-08-06T13:11:40.236Z
33728;5;2026;11;API;2026-08-06T13:11:40.236Z
33728;6;2026;8;API;2026-08-06T13:11:40.236Z
33728;7;2026;13;API;2026-08-06T13:11:40.236Z
33728;8;2026;13;API;2026-08-06T13:11:40.236Z
33728;9;2026;17;API;2026-08-06T13:11:40.236Z
33728;10;2026;18;API;2026-08-06T13:11:40.236Z
33728;11;2026;13;API;2026-08-06T13:11:40.236Z
33729;1;2026;28;API;2026-08-06T13:11:40.236Z
33729;2;2026;24;API;2026-08-06T13:11:40.236Z
33729;3;2026;33;API;2026-08-06T13:11:40.236Z
33729;4;2026;23;API;2026-08-06T13:11:40.236Z
33729;5;2026;27;API;2026-08-06T13:11:40.236Z
33729;6;2026;20;API;2026-08-06T13:11:40.236Z
33729;7;2026;21;API;2026-08-06T13:11:40.236Z
33729;8;2026;31;API;2026-08-06T13:11:40.236Z
33729;9;2026;42;API;2026-08-06T13:11:40.236Z
33729;10;2026;45;API;2026-08-06T13:11:40.236Z
33729;11;2026;32;API;2026-08-06T13:11:40.236Z
33730;1;2026;23;API;2026-08-06T13:11:40.236Z
33730;2;2026;20;API;2026-08-06T13:11:40.236Z
33730;3;2026;27;API;2026-08-06T13:11:40.236Z
33730;4;2026;19;API;2026-08-06T13:11:40.236Z
33730;5;2026;23;API;2026-08-06T13:11:40.236Z
33730;6;2026;17;API;2026-08-06T13:11:40.236Z
33730;7;2026;19;API;2026-08-06T13:11:40.236Z
33730;8;2026;26;API;2026-08-06T13:11:40.236Z
33730;9;2026;35;API;2026-08-06T13:11:40.236Z
33730;10;2026;38;API;2026-08-06T13:11:40.236Z
33730;11;2026;27;API;2026-08-06T13:11:40.236Z
33731;1;2026;12;API;2026-08-06T13:11:40.236Z
33731;2;2026;10;API;2026-08-06T13:11:40.236Z
33731;3;2026;14;API;2026-08-06T13:11:40.236Z
33731;4;2026;10;API;2026-08-06T13:11:40.236Z
33731;5;2026;12;API;2026-08-06T13:11:40.236Z
33731;6;2026;9;API;2026-08-06T13:11:40.236Z
33731;7;2026;10;API;2026-08-06T13:11:40.236Z
33731;8;2026;14;API;2026-08-06T13:11:40.236Z
33731;9;2026;18;API;2026-08-06T13:11:40.236Z
33731;10;2026;20;API;2026-08-06T13:11:40.236Z
33731;11;2026;14;API;2026-08-06T13:11:40.236Z
33740;1;2026;83;API;2026-08-06T13:11:40.236Z
33740;2;2026;70;API;2026-08-06T13:11:40.236Z
33740;3;2026;97;API;2026-08-06T13:11:40.236Z
33740;4;2026;68;API;2026-08-06T13:11:40.236Z
33740;5;2026;80;API;2026-08-06T13:11:40.236Z
33740;6;2026;60;API;2026-08-06T13:11:40.236Z
33740;7;2026;44;API;2026-08-06T13:11:40.236Z
33740;8;2026;90;API;2026-08-06T13:11:40.236Z
33740;9;2026;54;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33740;10;2026;49;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33740;11;2026;34;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33740;12;2026;21;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33741;1;2026;138;API;2026-08-06T13:11:40.236Z
33741;2;2026;117;API;2026-08-06T13:11:40.236Z
33741;3;2026;162;API;2026-08-06T13:11:40.236Z
33741;4;2026;114;API;2026-08-06T13:11:40.236Z
33741;5;2026;133;API;2026-08-06T13:11:40.236Z
33741;6;2026;101;API;2026-08-06T13:11:40.236Z
33741;7;2026;77;API;2026-08-06T13:11:40.236Z
33741;8;2026;150;API;2026-08-06T13:11:40.236Z
33741;9;2026;86;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33741;10;2026;78;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33741;11;2026;55;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33741;12;2026;33;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33742;1;2026;125;API;2026-08-06T13:11:40.382Z
33742;2;2026;106;API;2026-08-06T13:11:40.382Z
33742;3;2026;146;API;2026-08-06T13:11:40.382Z
33742;4;2026;103;API;2026-08-06T13:11:40.382Z
33742;5;2026;121;API;2026-08-06T13:11:40.382Z
33742;6;2026;91;API;2026-08-06T13:11:40.382Z
33742;7;2026;71;API;2026-08-06T13:11:40.382Z
33742;8;2026;136;API;2026-08-06T13:11:40.382Z
33742;9;2026;72;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33742;10;2026;66;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33742;11;2026;46;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33742;12;2026;28;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33743;1;2026;66;API;2026-08-06T13:11:40.382Z
33743;2;2026;56;API;2026-08-06T13:11:40.382Z
33743;3;2026;77;API;2026-08-06T13:11:40.382Z
33743;4;2026;55;API;2026-08-06T13:11:40.382Z
33743;5;2026;64;API;2026-08-06T13:11:40.382Z
33743;6;2026;48;API;2026-08-06T13:11:40.382Z
33743;7;2026;41;API;2026-08-06T13:11:40.382Z
33743;8;2026;72;API;2026-08-06T13:11:40.382Z
33743;9;2026;37;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33743;10;2026;33;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33743;11;2026;23;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33743;12;2026;14;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33930;1;2026;10;API;2026-08-06T13:11:40.382Z
33930;2;2026;9;API;2026-08-06T13:11:40.382Z
33930;3;2026;12;API;2026-08-06T13:11:40.382Z
33930;4;2026;9;API;2026-08-06T13:11:40.382Z
33930;5;2026;0;API;2026-08-06T13:11:40.382Z
33930;6;2026;0;API;2026-08-06T13:11:40.382Z
33930;7;2026;8;API;2026-08-06T13:11:40.382Z
33930;8;2026;12;API;2026-08-06T13:11:40.382Z
33930;9;2026;10;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33930;10;2026;9;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33930;11;2026;6;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33930;12;2026;4;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33931;1;2026;21;API;2026-08-06T13:11:40.382Z
33931;2;2026;18;API;2026-08-06T13:11:40.382Z
33931;3;2026;24;API;2026-08-06T13:11:40.382Z
33931;4;2026;17;API;2026-08-06T13:11:40.382Z
33931;5;2026;0;API;2026-08-06T13:11:40.382Z
33931;6;2026;0;API;2026-08-06T13:11:40.382Z
33931;7;2026;14;API;2026-08-06T13:11:40.382Z
33931;8;2026;23;API;2026-08-06T13:11:40.382Z
33931;9;2026;16;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33931;10;2026;14;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33931;11;2026;10;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33931;12;2026;6;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33932;1;2026;11;API;2026-08-06T13:11:40.382Z
33932;2;2026;10;API;2026-08-06T13:11:40.382Z
33932;3;2026;13;API;2026-08-06T13:11:40.382Z
33932;4;2026;9;API;2026-08-06T13:11:40.382Z
33932;5;2026;0;API;2026-08-06T13:11:40.382Z
33932;6;2026;0;API;2026-08-06T13:11:40.382Z
33932;7;2026;9;API;2026-08-06T13:11:40.382Z
33932;8;2026;13;API;2026-08-06T13:11:40.382Z
33932;9;2026;12;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33932;10;2026;11;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33932;11;2026;8;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33932;12;2026;5;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33933;1;2026;8;API;2026-08-06T13:11:40.382Z
33933;2;2026;7;API;2026-08-06T13:11:40.382Z
33933;3;2026;9;API;2026-08-06T13:11:40.382Z
33933;4;2026;6;API;2026-08-06T13:11:40.382Z
33933;5;2026;8;API;2026-08-06T13:11:40.382Z
33933;6;2026;6;API;2026-08-06T13:11:40.382Z
33933;7;2026;7;API;2026-08-06T13:11:40.382Z
33933;8;2026;9;API;2026-08-06T13:11:40.382Z
33933;9;2026;12;API;2026-08-06T13:11:40.382Z
33933;10;2026;13;API;2026-08-06T13:11:40.382Z
33933;11;2026;9;API;2026-08-06T13:11:40.382Z
33934;1;2026;10;API;2026-08-06T13:11:40.382Z
33934;2;2026;9;API;2026-08-06T13:11:40.382Z
33934;3;2026;12;API;2026-08-06T13:11:40.382Z
33934;4;2026;9;API;2026-08-06T13:11:40.382Z
33934;5;2026;0;API;2026-08-06T13:11:40.382Z
33934;6;2026;0;API;2026-08-06T13:11:40.382Z
33934;7;2026;12;API;2026-08-06T13:11:40.382Z
33934;8;2026;12;API;2026-08-06T13:11:40.382Z
33934;9;2026;6;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33934;10;2026;6;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33934;11;2026;4;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33934;12;2026;2;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33935;1;2026;24;API;2026-08-06T13:11:40.382Z
33935;2;2026;21;API;2026-08-06T13:11:40.382Z
33935;3;2026;28;API;2026-08-06T13:11:40.382Z
33935;4;2026;20;API;2026-08-06T13:11:40.382Z
33935;5;2026;0;API;2026-08-06T13:11:40.382Z
33935;6;2026;0;API;2026-08-06T13:11:40.382Z
33935;7;2026;25;API;2026-08-06T13:11:40.382Z
33935;8;2026;27;API;2026-08-06T13:11:40.382Z
33935;9;2026;25;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33935;10;2026;23;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33935;11;2026;16;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33935;12;2026;10;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33936;1;2026;29;API;2026-08-06T13:11:40.382Z
33936;2;2026;24;API;2026-08-06T13:11:40.382Z
33936;3;2026;34;API;2026-08-06T13:11:40.382Z
33936;4;2026;24;API;2026-08-06T13:11:40.382Z
33936;5;2026;0;API;2026-08-06T13:11:40.382Z
33936;6;2026;0;API;2026-08-06T13:11:40.382Z
33936;7;2026;20;API;2026-08-06T13:11:40.382Z
33936;8;2026;32;API;2026-08-06T13:11:40.382Z
33936;9;2026;17;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33936;10;2026;15;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33936;11;2026;11;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33936;12;2026;7;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
33937;1;2026;19;API;2026-08-06T13:11:40.382Z
33937;2;2026;16;API;2026-08-06T13:11:40.382Z
33937;3;2026;22;API;2026-08-06T13:11:40.382Z
33937;4;2026;16;API;2026-08-06T13:11:40.382Z
33937;5;2026;18;API;2026-08-06T13:11:40.382Z
33937;6;2026;14;API;2026-08-06T13:11:40.382Z
33937;7;2026;12;API;2026-08-06T13:11:40.382Z
33937;8;2026;22;API;2026-08-06T13:11:40.382Z
33937;9;2026;29;API;2026-08-06T13:11:40.382Z
33937;10;2026;31;API;2026-08-06T13:11:40.382Z
33937;11;2026;22;API;2026-08-06T13:11:40.382Z
34023;1;2026;7;API;2026-08-06T13:11:40.382Z
34023;2;2026;6;API;2026-08-06T13:11:40.382Z
34023;3;2026;8;API;2026-08-06T13:11:40.382Z
34023;4;2026;6;API;2026-08-06T13:11:40.382Z
34023;5;2026;7;API;2026-08-06T13:11:40.382Z
34023;6;2026;5;API;2026-08-06T13:11:40.382Z
34023;7;2026;5;API;2026-08-06T13:11:40.382Z
34023;8;2026;8;API;2026-08-06T13:11:40.382Z
34023;9;2026;10;API;2026-08-06T13:11:40.382Z
34023;10;2026;11;API;2026-08-06T13:11:40.382Z
34023;11;2026;8;API;2026-08-06T13:11:40.382Z
34024;1;2026;20;API;2026-08-06T13:11:40.382Z
34024;2;2026;17;API;2026-08-06T13:11:40.382Z
34024;3;2026;23;API;2026-08-06T13:11:40.382Z
34024;4;2026;17;API;2026-08-06T13:11:40.382Z
34024;5;2026;19;API;2026-08-06T13:11:40.382Z
34024;6;2026;15;API;2026-08-06T13:11:40.382Z
34024;7;2026;23;API;2026-08-06T13:11:40.382Z
34024;8;2026;22;API;2026-08-06T13:11:40.382Z
34024;9;2026;30;API;2026-08-06T13:11:40.382Z
34024;10;2026;32;API;2026-08-06T13:11:40.382Z
34024;11;2026;23;API;2026-08-06T13:11:40.382Z
34025;1;2026;23;API;2026-08-06T13:11:40.382Z
34025;2;2026;20;API;2026-08-06T13:11:40.382Z
34025;3;2026;27;API;2026-08-06T13:11:40.382Z
34025;4;2026;19;API;2026-08-06T13:11:40.382Z
34025;5;2026;23;API;2026-08-06T13:11:40.382Z
34025;6;2026;17;API;2026-08-06T13:11:40.382Z
34025;7;2026;27;API;2026-08-06T13:11:40.382Z
34025;8;2026;26;API;2026-08-06T13:11:40.382Z
34025;9;2026;35;API;2026-08-06T13:11:40.382Z
34025;10;2026;38;API;2026-08-06T13:11:40.382Z
34025;11;2026;27;API;2026-08-06T13:11:40.382Z
34026;1;2026;17;API;2026-08-06T13:11:40.382Z
34026;2;2026;14;API;2026-08-06T13:11:40.382Z
34026;3;2026;19;API;2026-08-06T13:11:40.382Z
34026;4;2026;14;API;2026-08-06T13:11:40.382Z
34026;5;2026;16;API;2026-08-06T13:11:40.382Z
34026;6;2026;12;API;2026-08-06T13:11:40.382Z
34026;7;2026;23;API;2026-08-06T13:11:40.382Z
34026;8;2026;19;API;2026-08-06T13:11:40.382Z
34026;9;2026;25;API;2026-08-06T13:11:40.382Z
34026;10;2026;27;API;2026-08-06T13:11:40.382Z
34026;11;2026;19;API;2026-08-06T13:11:40.382Z
34027;1;2026;12;API;2026-08-06T13:11:40.382Z
34027;2;2026;10;API;2026-08-06T13:11:40.382Z
34027;3;2026;14;API;2026-08-06T13:11:40.382Z
34027;4;2026;10;API;2026-08-06T13:11:40.382Z
34027;5;2026;12;API;2026-08-06T13:11:40.382Z
34027;6;2026;9;API;2026-08-06T13:11:40.382Z
34027;7;2026;15;API;2026-08-06T13:11:40.382Z
34027;8;2026;14;API;2026-08-06T13:11:40.382Z
34027;9;2026;18;API;2026-08-06T13:11:40.382Z
34027;10;2026;20;API;2026-08-06T13:11:40.382Z
34027;11;2026;14;API;2026-08-06T13:11:40.382Z
34028;1;2026;26;API;2026-08-06T13:11:40.382Z
34028;2;2026;22;API;2026-08-06T13:11:40.382Z
34028;3;2026;31;API;2026-08-06T13:11:40.382Z
34028;4;2026;22;API;2026-08-06T13:11:40.382Z
34028;5;2026;25;API;2026-08-06T13:11:40.382Z
34028;6;2026;19;API;2026-08-06T13:11:40.382Z
34028;7;2026;39;API;2026-08-06T13:11:40.382Z
34028;8;2026;28;API;2026-08-06T13:11:40.382Z
34028;9;2026;39;API;2026-08-06T13:11:40.382Z
34028;10;2026;42;API;2026-08-06T13:11:40.382Z
34028;11;2026;30;API;2026-08-06T13:11:40.382Z
34028;12;2026;20;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
34029;1;2026;34;API;2026-08-06T13:11:40.382Z
34029;2;2026;29;API;2026-08-06T13:11:40.382Z
34029;3;2026;40;API;2026-08-06T13:11:40.382Z
34029;4;2026;28;API;2026-08-06T13:11:40.382Z
34029;5;2026;33;API;2026-08-06T13:11:40.382Z
34029;6;2026;25;API;2026-08-06T13:11:40.382Z
34029;7;2026;46;API;2026-08-06T13:11:40.382Z
34029;8;2026;37;API;2026-08-06T13:11:40.382Z
34029;9;2026;51;API;2026-08-06T13:11:40.382Z
34029;10;2026;55;API;2026-08-06T13:11:40.382Z
34029;11;2026;39;API;2026-08-06T13:11:40.382Z
34029;12;2026;24;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
34030;1;2026;26;API;2026-08-06T13:11:40.382Z
34030;2;2026;22;API;2026-08-06T13:11:40.382Z
34030;3;2026;31;API;2026-08-06T13:11:40.382Z
34030;4;2026;22;API;2026-08-06T13:11:40.382Z
34030;5;2026;25;API;2026-08-06T13:11:40.382Z
34030;6;2026;19;API;2026-08-06T13:11:40.382Z
34030;7;2026;40;API;2026-08-06T13:11:40.382Z
34030;8;2026;28;API;2026-08-06T13:11:40.382Z
34030;9;2026;39;API;2026-08-06T13:11:40.382Z
34030;10;2026;42;API;2026-08-06T13:11:40.382Z
34030;11;2026;30;API;2026-08-06T13:11:40.382Z
34030;12;2026;22;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
34031;1;2026;42;API;2026-08-06T13:11:40.382Z
34031;2;2026;35;API;2026-08-06T13:11:40.382Z
34031;3;2026;49;API;2026-08-06T13:11:40.382Z
34031;4;2026;34;API;2026-08-06T13:11:40.382Z
34031;5;2026;40;API;2026-08-06T13:11:40.382Z
34031;6;2026;30;API;2026-08-06T13:11:40.382Z
34031;7;2026;32;API;2026-08-06T13:11:40.382Z
34031;8;2026;47;API;2026-08-06T13:11:40.382Z
34031;9;2026;0;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
34031;10;2026;0;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
34031;11;2026;0;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
34034;1;2026;28;API;2026-08-06T13:11:40.382Z
34034;2;2026;24;API;2026-08-06T13:11:40.382Z
34034;3;2026;33;API;2026-08-06T13:11:40.382Z
34034;4;2026;23;API;2026-08-06T13:11:40.382Z
34034;5;2026;27;API;2026-08-06T13:11:40.382Z
34034;6;2026;20;API;2026-08-06T13:11:40.382Z
34034;7;2026;27;API;2026-08-06T13:11:40.382Z
34034;8;2026;31;API;2026-08-06T13:11:40.382Z
34034;9;2026;0;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
34034;10;2026;0;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
34034;11;2026;0;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
34036;1;2026;26;API;2026-08-06T13:11:40.382Z
34036;2;2026;22;API;2026-08-06T13:11:40.382Z
34036;3;2026;31;API;2026-08-06T13:11:40.382Z
34036;4;2026;22;API;2026-08-06T13:11:40.382Z
34036;5;2026;25;API;2026-08-06T13:11:40.382Z
34036;6;2026;19;API;2026-08-06T13:11:40.382Z
34036;7;2026;33;API;2026-08-06T13:11:40.382Z
34036;8;2026;10;AJUSTE_BRANCO_40_PCT;2026-08-19T20:10:54.845Z
34036;9;2026;14;AJUSTE_BRANCO_40_PCT;2026-08-19T20:10:54.845Z
34036;10;2026;15;AJUSTE_60_BRANCO_PERMANENTE;2026-08-19T16:03:27.792Z
34036;11;2026;10;AJUSTE_60_BRANCO_PERMANENTE_NOV_2026;2026-08-21T15:58:02.916Z
34036;12;2026;16;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
34037;1;2026;30;API;2026-08-06T13:11:40.382Z
34037;2;2026;26;API;2026-08-06T13:11:40.382Z
34037;3;2026;36;API;2026-08-06T13:11:40.382Z
34037;4;2026;25;API;2026-08-06T13:11:40.382Z
34037;5;2026;29;API;2026-08-06T13:11:40.382Z
34037;6;2026;22;API;2026-08-06T13:11:40.382Z
34037;7;2026;43;API;2026-08-06T13:11:40.382Z
34037;8;2026;12;AJUSTE_BRANCO_40_PCT;2026-08-19T20:10:54.845Z
34037;9;2026;17;AJUSTE_BRANCO_40_PCT;2026-08-19T20:10:54.845Z
34037;10;2026;18;AJUSTE_60_BRANCO_PERMANENTE;2026-08-19T16:03:27.792Z
34037;11;2026;13;AJUSTE_60_BRANCO_PERMANENTE_NOV_2026;2026-08-21T15:58:02.916Z
34037;12;2026;21;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
34038;1;2026;28;API;2026-08-06T13:11:40.382Z
34038;2;2026;24;API;2026-08-06T13:11:40.382Z
34038;3;2026;33;API;2026-08-06T13:11:40.382Z
34038;4;2026;23;API;2026-08-06T13:11:40.382Z
34038;5;2026;27;API;2026-08-06T13:11:40.382Z
34038;6;2026;20;API;2026-08-06T13:11:40.382Z
34038;7;2026;34;API;2026-08-06T13:11:40.382Z
34038;8;2026;11;AJUSTE_BRANCO_40_PCT;2026-08-19T20:10:54.845Z
34038;9;2026;16;AJUSTE_BRANCO_40_PCT;2026-08-19T20:10:54.845Z
34038;10;2026;17;AJUSTE_60_BRANCO_PERMANENTE;2026-08-19T16:03:27.792Z
34038;11;2026;12;AJUSTE_60_BRANCO_PERMANENTE_NOV_2026;2026-08-21T15:58:02.916Z
34038;12;2026;15;CAIRO_REDUCAO_20260917;2026-09-17T12:21:17.890Z
34039;1;2026;13;API;2026-08-06T13:11:40.382Z
34039;2;2026;11;API;2026-08-06T13:11:40.382Z
34039;3;2026;15;API;2026-08-06T13:11:40.382Z
34039;4;2026;11;API;2026-08-06T13:11:40.382Z
34039;5;2026;13;API;2026-08-06T13:11:40.382Z
34039;6;2026;9;API;2026-08-06T13:11:40.382Z
34039;7;2026;18;API;2026-08-06T13:11:40.382Z
34039;8;2026;6;AJUSTE_BRANCO_40_PCT;2026-08-19T20:10:54.845Z
34039;9;2026;8;AJUSTE_BRANCO_40_PCT;2026-08-19T20:10:54.845Z
34039;10;2026;9;AJUSTE_60_BRANCO_PERMANENTE;2026-08-19T16:03:27.792Z
34039;11;2026;6;AJUSTE_60_BRANCO_PERMANENTE_NOV_2026;2026-08-21T15:58:02.916Z
